name,filtered_genre,gender,race,api,black,hispanic,white,populairty
Sergei Rachmaninoff,Classical,male,white,0.005644692,0.013846151,0.008815458,0.97169363,3.622641509
Sergio Vargas,Pop,male,white,0.055952977,0.048621878,0.33136085,0.56406426,45.22222222
Serj Tankian,Metal,unknown,white,0.014593173,0.10137741,0.025760101,0.85826933,53.09090909
Sesto Bruscantini,Classical,male,white,0.003857852,0.002375206,0.021435007,0.97233194,10.2962963
Seth Ennis,Country,male,white,0.001762669,0.044895396,0.009881078,0.9434609,60
Seven Lions,EDM,unknown,white,0.002010704,0.17308219,0.010359289,0.8145478,57.16666667
Sevenn,EDM,unknown,white,0.001862125,0.01428096,0.012507957,0.9713489,70
Sevyn Streeter,EDM,unknown,white,0.003820076,0.11025436,0.015600907,0.8703247,57.5
Sezen Aksu,Pop,female,white,0.10291544,0.08957482,0.0158831,0.79162663,54.63636364
Shaan,Hip-hop,unknown,white,0.014035773,0.001931729,0.015116432,0.96891606,55
Shabba Ranks,EDM,unknown,white,0.010577403,0.070704,0.007097152,0.9116214,40.625
Shaboozey,Pop,unknown,white,0.006278661,0.15180518,0.019438095,0.822478,67
Shade Sheist,Rap,unknown,white,0.004948382,0.00324698,0.010886289,0.9809184,52
Shadow,EDM,unknown,white,0.013235632,0.0791882,0.01212115,0.895455,35
Shafqat Amanat Ali,Pop,male,api,0.36065814,0.23730919,0.095437035,0.30659562,57
Shaggy,EDM,unknown,white,0.000635806,0.004075125,0.005026405,0.9902626,53.06896552
Shai,Pop,male,api,0.9685037,0.001157925,0.002924166,0.027414262,42.15384615
Shakatak,Jazz,unknown,white,0.21056433,0.006507989,0.007340843,0.77558684,36.57142857
Shakewell,Hip-hop,unknown,white,0.002964959,0.16164972,0.021027211,0.8143582,61.2
Shakey Graves,Indie,unknown,white,0.005397059,0.07191707,0.019084716,0.9036012,58.83333333
Shakira,EDM,female,api,0.78072613,0.015898487,0.004438895,0.1989365,59.8943662
Shallou,Indie,unknown,white,0.01176571,0.1318273,0.018836167,0.83757085,65.25
Shalom Hanoch,Pop,male,white,0.00858785,0.01706108,0.021836562,0.9525145,39.66666667
Shane 54,EDM,male,white,0.007999607,0.08814179,0.02213001,0.8817286,57
Shani Diluka,Classical,female,white,0.03718532,0.010106822,0.010076443,0.9426314,54
Shania Twain,Country,female,white,0.00782398,0.05185939,0.01521237,0.9251043,50.04854369
Shanice,Pop,female,white,0.007121417,0.11435095,0.016237484,0.8622901,45
Shankar,Hip-hop,male,white,0.27299145,0.019119453,0.017624443,0.69026464,8.285714286
Shankar Mahadevan,Hip-hop,male,white,0.002607508,0.006371236,0.019777577,0.9712436,50.5
Shankar-Ehsaan-Loy,Hip-hop,unknown,white,0.02414924,0.005381526,0.05103979,0.9194295,55.6
Sharon Isbin,Classical,female,white,0.006591391,0.119704306,0.024114436,0.8495898,34
Shawn Mendes,Pop,male,white,0.012619107,0.024439856,0.41525075,0.5476903,69.63333333
Shawnna,Pop,unknown,white,0.008586103,0.040467232,0.015068403,0.9358782,47.91666667
Shay Lia,Indie,male,white,0.026151206,0.050127424,0.082990274,0.8407311,66
Sheck Wes,Hip-hop,male,white,0.004433519,0.06715208,0.02036307,0.9080513,72.66666667
Sheek,Hip-hop,unknown,white,0.019225258,0.034753177,0.006756033,0.93926555,45.66666667
Sheek Louch,Hip-hop,unknown,white,0.005888457,0.027460704,0.019019341,0.9476315,44
Sheela,Jazz,female,white,0.24311508,0.015109894,0.02033144,0.72144353,0
Sheena Easton,Pop,female,white,0.003640582,0.18199249,0.016576057,0.7977908,45.1875
Sheff G,Rap,unknown,white,0.007897195,0.05637271,0.016223134,0.91950697,63.125
Sheila E.,Rock,female,white,0.005003131,0.005957166,0.016559446,0.9724803,47.81818182
Shelly Manne,Jazz,female,white,0.006334155,0.14864539,0.013560301,0.8314601,18.7
Shelly West,Country,female,white,0.001343708,0.053167768,0.014360774,0.9311277,52
Shelton Dunaway,Pop,male,white,0.004567679,0.11786847,0.009886582,0.8676772,11
Sherrill Milnes,Classical,female,white,0.005986792,0.082982875,0.018160794,0.8928695,16.33333333
Sheryl Crow,Pop,female,white,0.001043144,0.040215522,0.009233058,0.94950825,45.6
Shilpa Rao,Pop,female,api,0.9374679,0.00083687,0.022545908,0.039149445,59
Shine,Metal,unknown,white,0.020427871,0.21751088,0.028082076,0.73397917,49
Ship Wrek,EDM,unknown,white,0.000805477,0.015450432,0.009194325,0.97454983,67.5
Shirley Verrett,Classical,female,white,0.005061692,0.09022679,0.025292743,0.8794188,18
Shivkumar Sharma,Classical,unknown,api,0.92130256,0.005667915,0.020313405,0.05271614,38
Shlohmo,EDM,unknown,white,0.03217393,0.008874206,0.017428337,0.9415235,59
Shooter Jennings,Country,unknown,white,0.004999304,0.10419133,0.019248664,0.8715607,54
Shop Boyz,Hip-hop,unknown,white,0.00347199,0.046082668,0.015698021,0.9347473,52.4
Shordie Shordie,Hip-hop,unknown,white,0.003884867,0.08632718,0.020470232,0.88931763,68.33333333
Shoreline Mafia,Hip-hop,unknown,white,0.008976872,0.035081945,0.013443532,0.9424977,64.40909091
Shotgun Willy,Rap,male,white,0.004423909,0.10641083,0.022474967,0.86669034,66
Shovels & Rope,Country,unknown,white,0.005115641,0.014185497,0.009586531,0.9711123,54.33333333
Showtek,EDM,unknown,white,0.006604441,0.022888947,0.009867537,0.9606391,56.33333333
Shreya Ghoshal,Hip-hop,female,white,0.3829811,0.042471264,0.012596451,0.56195116,29
Shuggie Otis,Indie,male,white,0.003129358,0.030428834,0.009831259,0.95661056,34.23809524
Shwayze,Indie,unknown,white,0.007732964,0.006625132,0.006185876,0.979456,48.5
Shy Glizzy,Hip-hop,unknown,white,0.002012522,0.026325062,0.018967506,0.9526949,65.66666667
Shyheim,Hip-hop,unknown,white,0.013374246,0.00175705,0.01669687,0.9681719,40
Shyne,Hip-hop,unknown,white,0.003144672,0.11146231,0.010624134,0.87476885,43.125
SiR,Hip-hop,unknown,api,0.42432353,0.107316226,0.06404649,0.40431377,63.86666667
Sia,EDM,female,white,0.28218186,0.037115023,0.20036681,0.48033628,63.69117647
Sibelius,Classical,unknown,white,0.003219418,0.06681564,0.013766031,0.9161989,0
Sieglinde Wagner,Classical,female,white,0.004519236,0.003046346,0.009131611,0.9833028,0
Sigala,EDM,unknown,white,0.040662777,0.023089476,0.34131098,0.59493685,72
Sigma,EDM,unknown,white,0.04675666,0.006111471,0.018815864,0.928316,58.33333333
Silence Wang,Pop,androgynous,white,0.34134534,0.022777393,0.034117304,0.60176,62
Silk City,EDM,unknown,white,0.005034636,0.023645412,0.029781936,0.9415381,78
Silkk The Shocker,Hip-hop,female,white,0.006990552,0.01052175,0.014697113,0.96779054,39.72727273
Silverstein,Pop,unknown,white,0.00724384,0.009970354,0.009503495,0.9732823,48.04347826
Silvio Rodríguez,Rock,male,hispanic,0.002991656,0.005468008,0.9411109,0.050429504,50.93442623
Simian,EDM,unknown,white,0.050643396,0.12639302,0.084934436,0.7380291,61
Simon Keenlyside,Classical,male,white,0.008692858,0.021022292,0.07195906,0.89832574,43
Simon Preston,Classical,male,white,0.006695692,0.048329815,0.010728714,0.9342458,34.66666667
Simon Standage,Classical,male,white,0.007967644,0.014224026,0.017535815,0.9602725,29
Simon Trpčeski,Classical,male,white,0.001083162,0.001171958,0.014917987,0.9828268,50
Simone Dinnerstein,Classical,female,white,0.007762326,0.005212239,0.01610978,0.9709156,55
Simple Plan,Pop,unknown,white,0.00402929,0.024939897,0.021410638,0.94962025,49.97297297
Simón Díaz,Pop,unknown,hispanic,0.2055425,0.058564734,0.40607354,0.3298192,37.88235294
Sin Bandera,Pop,androgynous,hispanic,0.0285535,0.001591129,0.8885938,0.081261605,63.90909091
Sinead Harnett,Indie,unknown,white,0.004918625,0.06584225,0.022343721,0.90689534,60
Singing Melody,Rock,female,white,0.015629325,0.016191008,0.0175496,0.95063007,54
Sinn Sisamouth,Rock,unknown,white,0.017318226,0.08821175,0.013752727,0.88071734,25
Sir Colin Davis,Classical,male,white,0.002576578,0.27389783,0.011790901,0.71173465,30.81818182
Sir Michael Rocks,Hip-hop,male,white,0.004540256,0.2344279,0.035647627,0.72538424,46.66666667
Sir Neville Marriner,Classical,male,white,0.003366926,0.022818835,0.012101091,0.96171314,34.2238806
Sir Peter Pears,Classical,male,white,0.003986524,0.0845778,0.013064542,0.89837116,2.2
Sir Roger Norrington,Classical,male,white,0.003271663,0.13097616,0.01593824,0.8498139,44
Sir Simon Rattle,Classical,male,white,0.01401009,0.26189506,0.037513424,0.68658143,53.57142857
Sisqo,EDM,unknown,white,0.15661526,0.07610759,0.052702624,0.7145746,48.3125
Sister Souljah,Hip-hop,unknown,white,0.007723808,0.21827814,0.014004672,0.7599934,32
Skeeter Davis,Pop,male,white,0.003004054,0.15898179,0.01572909,0.822285,31.90909091
Skeme,Rap,unknown,white,0.003983795,0.043914825,0.014519298,0.9375821,57
Skepta,Rap,unknown,white,0.03394801,0.004516737,0.023262218,0.9382731,71.5
Ski Mask The Slump God,Hip-hop,female,white,0.008145841,0.09267489,0.018412719,0.88076663,65.68292683
Skinny Happy,Pop,unknown,white,0.000786484,0.007975975,0.007401509,0.983836,2
Skippa Da Flippa,Rap,androgynous,white,0.001800243,0.004372646,0.008198855,0.98562825,59
Skipper,Rap,unknown,white,0.005210458,0.06121054,0.017252075,0.9163269,49.5
Skizzy Mars,Hip-hop,unknown,white,0.003058912,0.050587554,0.017039357,0.9293142,56.375
Skooly,Rap,unknown,white,0.002848537,0.008356379,0.010523594,0.97827154,62
Skrillex,EDM,unknown,white,0.003621864,0.001646914,0.012688259,0.98204297,57.90740741
Skrizzly Adams,Rock,unknown,white,0.001486441,0.1873076,0.021489983,0.789716,59
Skull Duggery,Rap,unknown,white,0.019032372,0.04821855,0.015920985,0.91682804,34
Sky,Country,female,white,0.000927496,0.003771354,0.000830451,0.9944707,35.5
Skye,Indie,female,white,0.006081429,0.094263315,0.020187391,0.87946784,70
Skylar Grey,Pop,androgynous,white,0.00434859,0.08935214,0.028629567,0.8776697,63.125
Slash,Metal,unknown,white,0.009597824,0.10109228,0.021348353,0.8679615,46.33333333
Slaughterhouse,Hip-hop,unknown,white,0.002688923,0.03027614,0.016151624,0.9508833,49
Sleeping With Sirens,Pop,unknown,white,0.003519398,0.07250941,0.016458951,0.9075123,53.74285714
Sleepy Brown,Hip-hop,unknown,white,0.002549344,0.28354308,0.01499792,0.69890964,50
Sleepy Hallow,Rap,unknown,white,0.002294273,0.06938343,0.013252314,0.91507006,59.83333333
Sleepy Tom,EDM,male,white,0.004383291,0.09673062,0.018757349,0.88012874,58
Slick Pulla,Rap,unknown,white,0.009190271,0.003303908,0.016705375,0.97080046,52
Slick Rick,Hip-hop,male,white,0.002277533,0.02072994,0.010731934,0.9662606,39.47368421
Slide Hampton,Jazz,unknown,white,0.002081414,0.20119168,0.010855164,0.78587174,54
Slightly Stoopid,Rock,unknown,white,0.008490821,0.114403345,0.017143495,0.8599623,47.31707317
Slim,Rap,male,white,0.007981683,0.04416183,0.02921926,0.91863716,40
Slim Jxmmi,Rap,male,white,0.030278744,0.018860955,0.01070397,0.94015634,67.16666667
Slim Thug,Hip-hop,male,white,0.001984518,0.016874652,0.008226458,0.9729144,47.03846154
Slovak Radio Symphony Orchestra,Classical,unknown,white,0.095673494,0.026738599,0.015607861,0.8619801,38.22222222
Slug,Hip-hop,unknown,white,0.001145243,0.048876632,0.007973792,0.9420043,38
Slum Village,Hip-hop,unknown,white,0.004156402,0.054131955,0.01749178,0.9242199,54.625
Smallpools,Indie,unknown,white,0.004591826,0.18528225,0.026856363,0.7832696,57
Smino,Hip-hop,unknown,white,0.010355746,0.062130243,0.04120182,0.8863122,65.93333333
Smokepurpp,Hip-hop,unknown,white,0.001830735,0.013738996,0.009766649,0.9746636,67.75
Snakehips,EDM,unknown,white,0.003475138,0.032707278,0.011097002,0.95272064,62.2
Sneaky,EDM,unknown,white,0.004536846,0.021308422,0.006988058,0.96716666,52
Snoh Aalegra,Indie,unknown,white,0.003057897,0.000860835,0.003354507,0.9927268,66.09090909
Snoop Dogg,Hip-hop,unknown,white,0.001180103,0.039923117,0.011876801,0.94701993,52.83974359
Snow,Rap,unknown,white,0.004416408,0.16817154,0.010225244,0.8171868,72.66666667
Snow Tha Product,Rap,androgynous,white,0.004097971,0.02454644,0.025070036,0.9462856,54.33333333
Snøw,Rap,unknown,white,0.080051966,0.06684474,0.047384437,0.80571884,74.8
So Loki,Hip-hop,androgynous,white,0.016961087,0.03802039,0.020330036,0.92468846,61
Social House,Pop,unknown,white,0.015786955,0.03612246,0.019675408,0.9284152,72.85714286
Sofi Tukker,Pop,female,white,0.003358251,0.004964224,0.014840731,0.97683674,66.25
Sofia Carson,Pop,female,white,0.003356702,0.0971224,0.023581676,0.8759392,62.91666667
Sofia Reyes,EDM,female,hispanic,0.13997456,0.009102083,0.6986974,0.15222602,50.33333333
Solange,EDM,female,white,0.001887853,0.23040175,0.012246633,0.7554638,55.5625
Sonia Ganassi,Classical,female,white,0.017223848,0.008059079,0.015999597,0.95871747,42
Sonic Youth,EDM,unknown,white,0.014034163,0.03830811,0.009890411,0.9377673,38.18604651
Sonny Digital,Hip-hop,male,white,0.025117945,0.024430713,0.029096046,0.92135525,67
Sonny Payne,Jazz,male,white,0.006114235,0.2010921,0.017573455,0.77522016,20.33333333
Sonny Rollins,Jazz,male,white,0.003279352,0.1887795,0.017350692,0.7905904,15.10714286
Sonny Rollins Quartet,Jazz,male,white,0.00354652,0.014344296,0.029165715,0.9529435,21.1
Sonny Stitt,Jazz,male,white,0.002556645,0.13599649,0.02108828,0.84035856,17.15294118
Sonny Terry,Country,male,white,0.00174243,0.22628549,0.008872066,0.7631001,6.714285714
Sonora Ponceña,Jazz,unknown,hispanic,0.12331866,0.043189656,0.44157133,0.39192042,29.9137931
Sons Of Zion,Pop,male,white,0.008858518,0.010495965,0.014000814,0.96664464,54.5
Sonu Nigam,Hip-hop,unknown,white,0.05055972,0.11506594,0.033212673,0.80116165,55.11111111
Sophie Barker,Pop,female,white,0.004376174,0.05047327,0.01716891,0.9279817,56
Sosamann,Rap,unknown,white,0.007908547,0.037448347,0.08379894,0.8708442,60
Soudiere,Hip-hop,unknown,white,0.004318971,0.06707,0.009331754,0.9192793,63
Soul For Real,Pop,unknown,white,0.034291998,0.044725694,0.20413825,0.716844,49.66666667
Soulima Stravinsky,Classical,unknown,white,0.001004675,0.001153377,0.006396371,0.99144554,0
Soulive,Jazz,unknown,white,0.002377753,0.11139169,0.007399511,0.878831,42
Soulja Boy,EDM,male,white,0.00390678,0.06989356,0.015703754,0.9104959,53.25925926
Soulja Slim,Hip-hop,male,white,0.00683879,0.017772922,0.019014146,0.9563741,64
Souls Of Mischief,Hip-hop,unknown,white,0.012235131,0.013892392,0.011269764,0.9626027,45.25
South Park Mexican,Hip-hop,unknown,white,0.007175584,0.007094716,0.017587284,0.9681424,44.13636364
Space Laces,EDM,unknown,white,0.005240547,0.17547308,0.040738806,0.7785476,54
Spanky,Pop,unknown,white,0.000410853,0.004081521,0.00952818,0.9859795,35.5
Sparks,EDM,unknown,white,0.00320188,0.11187101,0.011468418,0.8734587,32.71428571
Spice 1,Hip-hop,unknown,white,0.003265042,0.10443232,0.017275328,0.87502724,35.92
Spillage Village,Hip-hop,unknown,white,0.00395585,0.044641625,0.015053282,0.9363493,58
Splash Daddy,Rap,unknown,white,0.003653144,0.15070148,0.013608705,0.8320367,60
Spragga Benz,EDM,unknown,white,0.002269716,0.02784355,0.016497528,0.9533893,48
Srinivas,Hip-hop,male,api,0.6014049,0.033281744,0.16504194,0.2002714,11
St. Lunatics,Hip-hop,unknown,white,0.000732364,0.040754236,0.008866484,0.9496469,41.66666667
St. Vincent,Indie,male,white,0.004587231,0.13007306,0.019131495,0.84620816,57.33333333
Staatskapelle Berlin,Classical,unknown,white,0.00353176,0.028265076,0.01614995,0.95205325,1.511627907
Staatskapelle Dresden,Classical,unknown,white,0.003470694,0.014041227,0.01292189,0.96956617,0.509363296
Stan Getz,Jazz,male,white,0.000910415,0.011832925,0.009587375,0.9776693,21.55749129
Stan Kenton,Jazz,male,white,0.004105363,0.07920919,0.015495082,0.90119034,5.401197605
Stan Levey,Jazz,male,white,0.002469823,0.076506875,0.014337724,0.9066856,1.5
Stanislav Bunin,Classical,male,white,0.015867058,0.06298943,0.028035147,0.89310837,41
Stanley Clarke,Jazz,male,white,0.001734508,0.067166544,0.014466262,0.9166327,32.52631579
Stanley Turrentine,Jazz,male,white,0.003520463,0.08594005,0.017952373,0.8925871,26.7
Stat Quo,Rock,unknown,white,0.024244461,0.20885456,0.023067346,0.74383366,52
State Radio,Rock,unknown,white,0.022827527,0.02580857,0.044261757,0.9071021,53
Static Major,Indie,male,white,0.011092799,0.13143967,0.026912268,0.83055526,63.6
Statik Selektah,Hip-hop,unknown,white,0.012726508,0.067727245,0.010933116,0.90861315,50.33333333
StayLoose,EDM,unknown,white,0.004624384,0.16393754,0.018588217,0.8128498,63
Stefanie Sun,Pop,female,white,0.008883449,0.12477019,0.018755313,0.8475911,55.66666667
Steffany Gretzinger,Indie,unknown,white,0.003577837,0.003894721,0.010911251,0.98161614,54.33333333
Stefflon Don,EDM,male,white,0.004765946,0.045547772,0.011098525,0.93858784,66.8
Stephanie Poetri,Pop,female,white,0.005432604,0.006451798,0.035907302,0.9522082,68
Stephen Cleobury,Classical,male,white,0.005644808,0.08509776,0.017947964,0.89130944,50.6
Stephen Hough,Classical,male,white,0.000613255,0.09571679,0.007801951,0.895868,49
Stephen Kovacevich,Classical,male,white,0.001989089,0.002099257,0.02708438,0.96882725,33.5
Stephen Malkmus,Indie,male,white,0.000780875,0.056700494,0.007502415,0.93501616,39
Stephen Stills,Country,male,white,0.002562019,0.13406537,0.022910237,0.8404624,30.56521739
Steve Angello,EDM,male,white,0.003520413,0.014906749,0.011591538,0.9699813,53
Steve Aoki,EDM,male,white,0.009847215,0.016651545,0.017846728,0.9556545,63.0952381
Steve Earle,Country,male,white,0.002782715,0.15443473,0.012374658,0.8304079,37.64912281
Steve Ferrone,Rock,male,white,0.002758574,0.046153113,0.021053758,0.9300345,24
Steve Harley,Rock,male,white,0.002906285,0.14328484,0.012917439,0.84089136,63
Steve Harley & Cockney Rebel,Rock,male,white,0.001848661,0.002614782,0.013633198,0.98190343,55
Steve Lacy,Rap,male,white,0.00257114,0.15719211,0.008225906,0.83201087,54.16666667
Steve Miller Band,Country,male,white,0.002929076,0.114990674,0.01595162,0.8661286,38.47826087
Steve Perry,Oldies,male,white,0.001783478,0.22229035,0.009378012,0.76654816,39
Steve Reich,Classical,male,white,0.002195529,0.004427323,0.018384181,0.97499293,41
Steve Stevens,Indie,male,white,0.002696363,0.08850606,0.012936787,0.89586073,45.5
Steve Void,EDM,male,white,0.004925682,0.05374958,0.015374544,0.9259502,75
Steve Wariner,Country,male,white,0.002998802,0.08477005,0.019562917,0.89266825,32.77419355
Steve Winwood,Country,male,white,0.005246615,0.08070482,0.018032698,0.8960159,40.05
Steven Isserlis,Classical,male,white,0.004041132,0.07566685,0.011736674,0.9085553,46.5
Steven Tyler,Country,male,white,0.003151838,0.07723088,0.013381064,0.9062362,48
Stevie Nicks,Oldies,male,white,0.004081908,0.29153222,0.016445179,0.68794066,40.41441441
Stevie Ray Vaughan,Rock,male,white,0.003431372,0.043084655,0.016955612,0.9365283,37.94583333
Stevie Stone,Hip-hop,male,white,0.003425518,0.0681619,0.016144745,0.9122678,50
Sticky Fingaz,Hip-hop,unknown,white,0.02744025,0.034112047,0.060857162,0.87759054,54
Still Woozy,Indie,unknown,white,0.000662576,0.12266308,0.009201021,0.86747336,67.83333333
Sting,Rock,unknown,white,0.005219113,0.18086042,0.020947695,0.79297274,44.46808511
Storm,Hip-hop,male,white,0.001462003,0.02034828,0.013138953,0.96505076,54.33333333
Stormzy,Hip-hop,unknown,white,0.000828289,0.014262192,0.011658271,0.9732512,73.2
Stranger Cole,Rock,male,white,0.003224902,0.03647707,0.011696408,0.9486016,31.2
Street,Indie,unknown,white,0.001126177,0.14912014,0.014126931,0.8356268,33
Street Money Boochie,Rap,unknown,white,0.001056306,0.072101615,0.014428063,0.9124141,60
Streetlife,Hip-hop,unknown,white,0.001549134,0.13991113,0.013479487,0.8450602,40
Streich,Classical,unknown,white,0.003395194,0.004951303,0.019228814,0.9724247,0
Stromae,Pop,unknown,black,0.001398243,0.5315615,0.009440348,0.45759982,50.23076923
Struggle,Country,unknown,white,0.00194851,0.11130772,0.013732064,0.8730117,58
Struggle Jennings,Country,unknown,white,0.003241072,0.16184616,0.01771756,0.81719524,57.5
Stunna 4 Vegas,Hip-hop,unknown,hispanic,0.027511518,0.007704818,0.7839829,0.18080083,65
Stuttgart Chamber Orchestra,Classical,unknown,white,0.06077493,0.018850934,0.01857559,0.9017986,13
Stuttgart Piano Trio,Classical,unknown,white,0.0446055,0.014727784,0.030731784,0.9099349,40
Stwo,Rap,unknown,white,0.002092331,0.1821348,0.0204996,0.7952733,70
Styles,Pop,unknown,white,0.009405626,0.119444795,0.020867629,0.85028195,37.66666667
Styles Of Beyond,Rap,unknown,white,0.00177312,0.104979195,0.015096124,0.8781516,51.66666667
Styles P,Hip-hop,unknown,white,0.002352158,0.065918304,0.014511445,0.9172181,48.5
Stélios Kazantzídis,Pop,unknown,white,0.005214071,0.014339107,0.013697277,0.9667496,1.127659574
Stéphane Grappelli,Jazz,male,white,0.001821993,0.002965228,0.026396811,0.9688159,16.17391304
Sublime With Rome,Rock,unknown,white,0.004749795,0.21307167,0.009564747,0.7726137,52.27272727
Subtronics,EDM,unknown,white,0.006257641,0.003382191,0.007204304,0.98315585,64
Sueco the Child,Rap,unknown,white,0.028378615,0.09026574,0.01665014,0.86470544,68.42857143
Suga Free,Hip-hop,androgynous,white,0.001810631,0.13571005,0.010698144,0.85178113,41.875
Suga T,Hip-hop,unknown,white,0.03268442,0.11149817,0.072538234,0.7832792,43.5
Suga-T,Hip-hop,unknown,white,0.03268442,0.11149817,0.072538234,0.7832792,45
Sugar T.,Hip-hop,unknown,white,0.029118989,0.10444266,0.040474467,0.82596385,0
Sugarland,Country,unknown,white,0.009075405,0.04036029,0.014971377,0.93559295,49.28125
Sultan + Shepard,EDM,male,white,0.003868899,0.16160077,0.012145417,0.8223849,45.33333333
Sumi Jo,Classical,female,white,0.21403407,0.09052886,0.041130874,0.6543062,51
Summer Walker,Pop,androgynous,white,0.003610265,0.11293614,0.01651597,0.86693764,63.86956522
Sunidhi Chauhan,Hip-hop,unknown,api,0.8382999,0.003320377,0.004745149,0.1536346,35.66666667
Super Cat,EDM,male,white,0.051317986,0.095923096,0.019559149,0.8331998,40.7
Superb,Rap,unknown,white,0.004835559,0.07454914,0.023086825,0.89752847,36
Surfaces,Pop,unknown,hispanic,0.050366826,0.004446681,0.87423545,0.070951074,67.12
Susan Ashton,Rock,female,white,0.09122737,0.17614768,0.033955712,0.6986692,32
Susan Tedeschi,Country,female,white,0.038520332,0.012156865,0.024650943,0.9246718,44.33333333
Susanne Sundfør,Indie,female,white,0.005281783,0.04248983,0.022170288,0.9300581,59
Susie Suh,Pop,female,api,0.5314708,0.025685104,0.027782816,0.4150613,55.66666667
Suzanne Danco,Classical,female,white,0.010058841,0.005080785,0.013054179,0.9718062,0.285714286
Suzanne Vega,Pop,female,white,0.049944557,0.005377499,0.3673431,0.5773348,38.23809524
Suzi Quatro,Rock,female,white,0.1922492,0.034911826,0.024035612,0.7488033,46.31578947
Sviatoslav Richter,Classical,male,white,0.002361787,0.006646277,0.01779419,0.9731977,32
Swae Lee,Rap,male,white,0.024129797,0.04521058,0.023448694,0.907211,66.96774194
Swarmz,Hip-hop,unknown,white,0.007068296,0.031089755,0.017257754,0.94458425,77
Swarnalatha,Pop,unknown,white,0.14441535,0.026912153,0.009453124,0.81921935,22
Swavay,Hip-hop,unknown,white,0.013559419,0.16705248,0.019586483,0.7998017,66
Swedish House Mafia,EDM,unknown,white,0.0055286,0.028781872,0.009676456,0.956013,61.1
Sweet,Rock,unknown,white,0.008065137,0.116288036,0.019844448,0.8558024,26.57317073
Swishahouse,Rap,unknown,white,0.00474569,0.06486085,0.013345676,0.91704774,42.5
Switchfoot,Pop,unknown,white,0.003490479,0.011174046,0.01618959,0.9691459,46.91428571
Swizz Beatz,Hip-hop,unknown,white,0.00123151,0.007339147,0.013268172,0.9781611,54.18181818
Syd,Hip-hop,male,white,0.023992658,0.28654402,0.01663607,0.67282724,58.88235294
Syke,Rap,unknown,white,0.006543053,0.023674892,0.010429368,0.95935273,54
Syleena Johnson,Pop,male,white,0.002741298,0.10697197,0.01697726,0.87330943,63.5
Sylvan Esso,Indie,unknown,white,0.004684746,0.025031308,0.052458268,0.91782564,53.54545455
Symphony Orchestra,Classical,unknown,white,0.008881224,0.002534157,0.004389899,0.98419476,0
Syn Cole,EDM,male,white,0.002800077,0.18652499,0.012459134,0.7982158,60
System Of A Down,Metal,unknown,white,0.008061233,0.10059363,0.019493932,0.8718512,55.19607843
Sérgio Mendes,Jazz,male,white,0.010830271,0.028494725,0.041278493,0.9193965,34.625
T-Dre,EDM,unknown,white,0.031654134,0.07146104,0.0705737,0.8263111,45
T-Pain,EDM,unknown,white,0.07160696,0.025299938,0.01010377,0.89298934,54.54867257
T. Graham Brown,Country,male,white,0.002807791,0.27351415,0.014908956,0.70876914,42.75
T. M. Soundararajan,Pop,unknown,hispanic,0.40223977,0.001364892,0.5316132,0.06478207,15.17647059
T.I.,EDM,unknown,api,0.562272,0.073607,0.07148705,0.29263395,51.1875
T.O.K.,EDM,unknown,api,0.562272,0.073607,0.07148705,0.29263395,54
T3R Elemento,Pop,unknown,hispanic,0.050544478,0.000628517,0.598134,0.3506931,64.5
TGT,Pop,unknown,white,0.025507161,0.12823598,0.031202657,0.8150542,71
THEY.,Hip-hop,unknown,white,0.010514648,0.05523911,0.014447195,0.9197991,60.5
TINI,Pop,unknown,white,0.27933773,0.002154706,0.08765339,0.63085425,72
TK Kravitz,Pop,unknown,white,0.002334843,0.001389375,0.012461551,0.98381424,64
TLC,EDM,unknown,white,0.007217833,0.061819576,0.024180057,0.9067825,49.375
TNGHT,EDM,unknown,api,0.69727415,0.035034887,0.019851275,0.24783972,52
TOTO,Oldies,unknown,white,0.08931234,0.05011714,0.31382015,0.5467504,45.44444444
TRAQULA,Rap,unknown,white,0.038428597,0.002468998,0.039934725,0.91916764,68
TRU,Pop,unknown,api,0.5355813,0.02144414,0.12446174,0.31851286,44
Tadd Dameron,Jazz,unknown,white,0.003565875,0.19726823,0.020238655,0.7789272,18.66666667
Tafelmusik Baroque Orchestra,Classical,unknown,api,0.88587075,0.012578292,0.02776273,0.073788196,34
Tainy,Hip-hop,unknown,white,0.019680034,0.1036278,0.02246729,0.85422486,77.57142857
Taio Cruz,EDM,female,hispanic,0.06906162,0.008813538,0.811856,0.11026888,59.44444444
Taj Mahal,Country,unknown,white,0.04950167,0.16998805,0.1087848,0.6717255,31.86956522
Takako Nishizaki,Classical,female,api,0.9590807,0.002004085,0.001333681,0.037581515,38.75
Take That,EDM,male,white,0.15526561,0.06846343,0.034159258,0.7421117,54.81818182
Takeoff,Hip-hop,unknown,white,0.013401428,0.006536126,0.008737779,0.9713246,64
Tal & Groethuysen,Classical,androgynous,white,0.006828566,0.006294484,0.02044929,0.9664277,33
Talat Mahmood,Pop,male,api,0.5993264,0.07386765,0.021210402,0.30559567,1.823943662
Talib Kweli,Hip-hop,male,white,0.18512803,0.006701661,0.11784918,0.6903211,48.46666667
Tall Heights,Indie,unknown,white,0.007562546,0.013828203,0.009422338,0.9691869,61.25
Tamar Braxton,EDM,female,black,0.001633574,0.5332568,0.00929094,0.45581865,49.71428571
