name,filtered_genre,gender,race,api,black,hispanic,white,populairty
Bryson Tiller,Pop,male,white,0.002969554,0.056737084,0.0188728,0.9214205,64.58333333
Brytiago,Hip-hop,unknown,white,0.05010965,0.026459942,0.24380375,0.6796266,71.23076923
Bubba Sparxxx,Country,unknown,white,0.001770225,0.2743729,0.01882521,0.70503163,49.14285714
Buck Clayton,Jazz,male,white,0.001680095,0.2282225,0.016815532,0.75328183,3.675
Bud Freeman,Jazz,male,white,0.005913089,0.28505942,0.022860331,0.6861672,4
Bud Powell,Jazz,male,white,0.003757381,0.256356,0.017296579,0.7225901,9.953020134
Bud Shank,Jazz,male,white,0.003809194,0.025438223,0.013925377,0.95682716,9.857142857
Budapest String Quartet,Classical,unknown,api,0.89297634,0.03468971,0.010613238,0.061720606,0.345679012
Buddy,Hip-hop,male,white,0.034212448,0.047264025,0.010865103,0.9076584,57.71428571
Buddy Cole,Pop,male,white,0.00500104,0.094169445,0.013094744,0.8877348,17
Buddy Collette,Jazz,male,white,0.002089938,0.13573979,0.007121991,0.85504824,5.416666667
Buddy DeFranco,Jazz,male,white,0.02015512,0.027326044,0.021292899,0.93122596,11.16666667
Buddy Guy,Country,male,white,0.004040652,0.21428078,0.01011915,0.77155936,39.96774194
Buddy Miles,Rock,male,white,0.006682694,0.14075698,0.007351401,0.8452089,31
Buddy Rich,Jazz,male,white,0.003532717,0.042458743,0.029493844,0.9245147,14.1627907
Buddy Tate,Jazz,male,white,0.008549691,0.29954064,0.011858304,0.6800514,47
Buju Banton,EDM,unknown,hispanic,0.079669945,0.016605798,0.7055819,0.19814233,43.92682927
Bun B,Rap,androgynous,white,0.010579292,0.078686565,0.030242275,0.88049185,46.02857143
Bunbury,Rock,unknown,white,0.001514409,0.11218155,0.010041253,0.8762628,61.66666667
Bunny Berigan,Jazz,androgynous,white,0.00281175,0.01637614,0.019574497,0.9612376,3.65625
Burna Boy,EDM,male,white,0.005768459,0.16550256,0.021952683,0.8067763,74.8
Burt Bacharach,Pop,male,white,0.012300651,0.013409853,0.024137724,0.9501518,31.4
Busch Quartet,Classical,unknown,white,0.10881047,0.016312027,0.11881708,0.7560604,0.125
Busdriver,Hip-hop,unknown,white,0.008710708,0.2173726,0.042248797,0.73166794,45.25
Bushman,EDM,unknown,white,0.004195585,0.025307113,0.014550816,0.95594645,53
Bushwick Bill,Rap,male,white,0.004378543,0.016154803,0.018387575,0.9610791,42.5
Busta Rhymes,Hip-hop,unknown,white,0.009670876,0.024831044,0.025522111,0.939976,48.95180723
Busy Signal,EDM,unknown,white,0.021734271,0.004785928,0.028322581,0.94515723,58
Butch Cassidy,Rap,male,white,0.008157839,0.049872756,0.014210315,0.92775905,48.5
Butterfly Boucher,Pop,unknown,white,0.002259514,0.007319327,0.016198723,0.9742225,55
By2,Pop,unknown,white,0.08903522,0.07978714,0.059686158,0.7714915,62
Byron Janis,Classical,male,white,0.007644782,0.059031226,0.014175464,0.9191485,0.083333333
Byron Lee & The Dragonaires,Rock,male,white,0.00839377,0.02122218,0.022383014,0.948001,28
Béla Bartók,Classical,male,white,0.026888426,0.023902236,0.04414271,0.9050666,4.303030303
Béla Fleck,Oldies,male,white,0.005704342,0.016609166,0.007061107,0.97062546,30.33333333
C & C Music Factory,EDM,unknown,white,0.002859635,0.17485358,0.014123929,0.8081628,44.41176471
C-Bone,Hip-hop,unknown,white,0.005839318,0.13251817,0.019272517,0.84237,39
C-Loc,Rap,unknown,white,0.42919093,0.012404105,0.044196818,0.5142081,38.66666667
C-Murder,Hip-hop,unknown,white,0.003200504,0.10023835,0.02175684,0.8748043,37.9
C-Nile,Rap,unknown,white,0.028047826,0.029719261,0.027620854,0.91461205,37
C-PO,Country,unknown,white,0.19109558,0.05253625,0.036289886,0.7200783,54.2
C-Rayz Walz,Hip-hop,unknown,white,0.003349112,0.01438115,0.002910985,0.97935873,47
CAZZETTE,EDM,unknown,white,0.002042528,0.18965472,0.016941596,0.7913611,54
CHAD,Classical,unknown,api,0.8647717,0.00921975,0.043631673,0.082376935,62
CHANYEOL,Pop,unknown,white,0.27051556,0.08989205,0.021093851,0.61849856,73
CHVRCHES,Indie,unknown,white,0.002519578,0.003920746,0.007038918,0.98652077,59.66666667
CID,EDM,unknown,white,0.014675959,0.06610578,0.16744213,0.7517761,60
CJ Fly,Hip-hop,unknown,white,0.002311721,0.056218076,0.023185523,0.9182847,49.4
CL,Indie,unknown,white,0.0262686,0.14653493,0.018069351,0.80912715,61.5
CNCO,Pop,unknown,white,0.14110881,0.02673167,0.27996945,0.55219007,73.5
CRUCIFIX,Country,unknown,white,0.001675577,0.192599,0.006374416,0.79935104,54
CVBZ,EDM,unknown,white,0.39485082,0.09297418,0.08603334,0.42614162,60
Cab Calloway & His Orchestra,Jazz,male,white,0.10725485,0.026613107,0.020808665,0.8453234,0
Cabu,Indie,unknown,white,0.17449084,0.09879348,0.094056785,0.6326589,59.5
Cachorro,Pop,unknown,hispanic,0.011391218,0.001729293,0.92937493,0.057504557,49
Cadillac,Country,unknown,white,0.010035893,0.02585848,0.15927516,0.8048305,34
Café Tacvba,Rock,unknown,white,0.07216684,0.011711024,0.108996004,0.8071261,56.78947368
Cage,Indie,unknown,white,0.011087826,0.345988,0.009706987,0.6332172,51
Cal Tjader,Jazz,male,white,0.013407731,0.006246951,0.020906163,0.95943916,15.58730159
Calboy,Hip-hop,unknown,white,0.014685525,0.11804286,0.035629384,0.8316422,67.36363636
Calexico,Country,unknown,white,0.016486745,0.017055133,0.31286934,0.6535888,48
Cali Life Style,Hip-hop,female,white,0.002438222,0.009363774,0.01295368,0.97524434,44.23529412
Cali Y El Dandee,Pop,female,white,0.047076143,0.1102629,0.019561073,0.8230999,24.91666667
Call Me Karizma,Hip-hop,androgynous,white,0.17598347,0.030178979,0.036048938,0.75778866,59.8
Calle 13,Hip-hop,male,white,0.004090664,0.1828994,0.019908085,0.79310185,58.38888889
Calum Scott,Pop,androgynous,white,0.004614902,0.047937322,0.024142543,0.9233052,76.85714286
Calvin Harris,EDM,male,white,0.003187785,0.06211055,0.01866221,0.9160394,65.75510204
Cam Meekins,Hip-hop,female,white,0.0057416,0.1933032,0.012226322,0.7887289,50.66666667
Cameo,Pop,unknown,white,0.25152162,0.040983543,0.059971552,0.6475232,34.27272727
Camila,EDM,female,white,0.053285975,0.06535137,0.13580608,0.74555653,61.6
Camila Cabello,EDM,female,white,0.0695476,0.008892,0.2103693,0.71119106,71.50943396
Camille Saint-Saëns,Classical,female,white,0.006723282,0.10503114,0.018595023,0.86965054,17.73737374
Camilo,Pop,male,white,0.028416531,0.09388095,0.093182236,0.78452027,78
Camilo Sesto,Pop,male,hispanic,0.042790033,0.002301599,0.78816825,0.16674013,42.71559633
Campbell I.C.,Country,male,white,0.007878041,0.055159505,0.020618679,0.9163438,57.5
Cam’ron,Hip-hop,unknown,white,0.018485723,0.19419768,0.07320075,0.7141159,45.17391304
Candy Dulfer,Jazz,female,white,0.003100306,0.005071493,0.012592237,0.97923595,47.5
Candy Lo,Indie,female,white,0.018345248,0.19296002,0.028160205,0.76053447,34.66666667
Canibus,Hip-hop,unknown,white,0.00582243,0.049539,0.027335651,0.91730297,36
Canned Heat,Country,unknown,white,0.001984275,0.3399478,0.009456164,0.6486118,32.33333333
Cannonball Adderley,Jazz,unknown,white,0.004148437,0.120702885,0.021000473,0.85414815,17.42857143
Cap,Pop,unknown,api,0.5447335,0.05532284,0.0738153,0.32612824,48
Capital Kings,EDM,unknown,white,0.02398392,0.09487901,0.035065226,0.8460719,50
Capital Steez,Hip-hop,unknown,white,0.021247035,0.058886617,0.29615456,0.62371176,55.4
Capleton,EDM,unknown,white,0.001654727,0.2755299,0.010637749,0.71217763,50.2
Capone-N-Noreaga,Hip-hop,unknown,hispanic,0.06336879,0.002845394,0.8747145,0.059071347,41.875
Cappadonna,Hip-hop,unknown,white,0.00307051,0.004003419,0.01167179,0.9812542,47.04347826
Captain Cuts,EDM,unknown,white,0.00792224,0.0734238,0.028365597,0.8902883,77
Cardi B,Pop,unknown,white,0.012277403,0.09467832,0.040491443,0.8525528,70.26666667
Caribou,EDM,unknown,white,0.03822929,0.1847725,0.09561104,0.6813872,53
Carl Maria von Weber,Classical,male,white,0.00544144,0.005597652,0.013431463,0.97552943,1.857142857
Carl Orff,Classical,male,white,0.002845517,0.002081529,0.007242522,0.98783046,31.83333333
Carl Perkins,Rock,male,white,0.004163312,0.17463015,0.015256392,0.80595016,22.52941176
Carl Philipp Emanuel Bach,Classical,male,white,0.003647905,0.011792977,0.028202115,0.956357,0
Carl Stamitz,Classical,male,white,0.001079351,0.003024528,0.011892054,0.9840041,35
Carl Thomas,EDM,male,white,0.010986071,0.32192317,0.018371452,0.6487194,45.625
Carlo Bergonzi,Classical,male,white,0.004229242,0.002051384,0.018886145,0.97483325,6.0625
Carlo Maria Giulini,Classical,male,white,0.00551972,0.007779541,0.027319001,0.9593817,10.46666667
Carlos Baute,Pop,male,white,0.026590528,0.018752323,0.06567275,0.8889844,65
Carlos Kleiber,Classical,male,white,0.004168699,0.001856781,0.015359636,0.9786148,41.32
Carlos Munguia,Classical,male,hispanic,0.006658394,0.003922012,0.89985245,0.08956707,3
Carlos Ponce,Pop,male,white,0.01242025,0.078530475,0.06469095,0.8443583,68
Carlos Santana,Jazz,male,white,0.027493736,0.006326053,0.43290943,0.53327084,39.18518519
Carlos Vives,Pop,male,hispanic,0.020533348,0.006488264,0.8267288,0.14624965,53.05
Carly Pearce,Country,female,white,0.006953756,0.044442687,0.01971682,0.9288867,62.66666667
Carly Rae Jepsen,EDM,female,white,0.020223925,0.00669278,0.019537356,0.953546,60.15384615
Carly Simon,Country,female,white,0.003217937,0.09230124,0.011922368,0.89255846,37.31325301
Carmen Delia Dipini,Pop,female,white,0.008607932,0.004042622,0.036267146,0.95108235,18.09090909
Carmen McRae,Jazz,female,white,0.006066918,0.2571164,0.015041777,0.7217748,14.03773585
Carnage,EDM,unknown,white,0.004483776,0.118236236,0.033636417,0.8436436,59.83333333
Carol Rosenberger,Classical,female,white,0.003510306,0.002254493,0.009388675,0.9848466,44
Carole King,Pop,female,white,0.004364523,0.22847168,0.016055783,0.75110805,41.15217391
Caroline Smith,Indie,female,white,0.00247561,0.13358322,0.016040962,0.84790015,53
Carolyn Rodriguez,Hip-hop,female,hispanic,0.022685705,0.018348183,0.79047877,0.16848733,41.66666667
Carolyn Watkinson,Classical,female,white,0.004628365,0.054781042,0.01699838,0.92359215,2
Carrie Underwood,Country,female,white,0.002539751,0.105084784,0.019334741,0.8730407,54.16666667
Cartel De Santa,Hip-hop,androgynous,white,0.022849485,0.0050062,0.31521976,0.6569246,59.05660377
Cartoon,EDM,unknown,white,0.001560244,0.32050148,0.00874666,0.66919166,68.5
Case,Country,unknown,white,0.002890114,0.058000345,0.024505004,0.9146045,51.41666667
Casey Veggies,Hip-hop,androgynous,white,0.005905146,0.046704266,0.13710098,0.81028956,52.375
Cash Cash,Country,unknown,white,0.020533023,0.12293379,0.017480453,0.8390528,60.55555556
Cashmere Cat,Pop,male,white,0.021335635,0.071120486,0.017307686,0.89023626,55.75
Casino,Hip-hop,unknown,white,0.00987992,0.005024714,0.078725755,0.9063697,54
Caskey,Hip-hop,unknown,white,0.002076685,0.126186,0.011712985,0.8600244,53
Casper Magico,Hip-hop,male,white,0.01023026,0.021868942,0.043395255,0.92450553,75
Cass,Country,female,white,0.010172218,0.16748872,0.024140524,0.7981986,65
Cassadee Pope,Country,unknown,white,0.005128471,0.05651008,0.02063153,0.91773,65
Cassie,EDM,female,white,0.003339557,0.13108304,0.022096876,0.8434805,53.81818182
Casting Crowns,Rock,unknown,white,0.003708398,0.17460167,0.019402187,0.8022877,50.74468085
Cat Anderson,Jazz,male,white,0.002769206,0.3095132,0.014648147,0.6730694,1.3
Cat Power,Indie,male,white,0.004243678,0.17034812,0.018908251,0.8064999,47.5
Catherine Wyn-Rogers,Classical,female,white,0.001898006,0.026563313,0.014540483,0.9569982,44
Cautious Clay,Indie,male,white,0.014544663,0.1181588,0.018891977,0.8484046,68
Cazzu,Hip-hop,unknown,white,0.008684549,0.019151587,0.0446366,0.9275272,74.25
Cecilia,Pop,female,white,0.06261117,0.008573161,0.4617063,0.46710926,51
Cecilia Bartoli,Classical,female,white,0.00426664,0.005587076,0.018155046,0.97199124,42.75
Cedric Gervais,EDM,male,white,0.00614024,0.074390635,0.013412616,0.90605646,63
CeeLo Green,Hip-hop,unknown,white,0.001108533,0.089107946,0.011256634,0.89852685,49.5
Celia Cruz,Jazz,female,hispanic,0.16244534,0.003480341,0.76687866,0.06719564,29.02816901
Celio Gonzalez,Pop,male,hispanic,0.005738522,0.001640914,0.9602603,0.03236029,26.35714286
Celldweller,Metal,unknown,white,0.001778805,0.004055,0.009033551,0.9851326,50.8
Celly Cel,Rap,unknown,white,0.005177892,0.006222229,0.013138935,0.97546095,42
Celph Titled,Rap,unknown,white,0.010522061,0.038276583,0.021619944,0.92958146,52
Celso Piña,Rock,male,white,0.00363747,0.033113144,0.012323458,0.9509259,57.14285714
Cesare Siepi,Classical,male,white,0.020675244,0.08792184,0.076401,0.81500196,2.117647059
Cesare Valletti,Classical,male,white,0.00342403,0.001003606,0.023007503,0.9725648,1
Chad Kroeger,Metal,male,white,0.002526253,0.001219229,0.011443961,0.98481053,57.71428571
Chadwick Stokes,Rock,male,white,0.004838387,0.07888378,0.014422374,0.90185547,53
Chaka Demus & Pliers,Rock,unknown,white,0.004249029,0.18187173,0.016879106,0.7970001,49.08333333
Chaka Khan,EDM,unknown,api,0.929149,0.015771056,0.004666862,0.05041308,38.53773585
Chali 2na,Rap,unknown,white,0.04922536,0.063487895,0.07694715,0.8103396,46.33333333
Chamber Orchestra of Europe,Classical,unknown,white,0.00927093,0.036874678,0.012395302,0.9414591,43
Chamillionaire,Hip-hop,unknown,white,0.08582139,0.06299901,0.20335029,0.6478293,50.38095238
Chance the Rapper,Hip-hop,male,white,0.004709447,0.01956545,0.014479207,0.96124583,60.35555556
Chandler Kinney,Pop,male,white,0.005229913,0.07861266,0.017993968,0.8981635,64.5
Chandrasekhar,Classical,unknown,api,0.9310655,0.005063477,0.00298369,0.060887303,0
Chang Li,Pop,androgynous,api,0.9690128,0.002810104,0.007916084,0.020261064,44
Charice,EDM,unknown,white,0.002384313,0.086668655,0.013696334,0.8972507,52
Charizma,Hip-hop,unknown,api,0.51125073,0.001242219,0.2796585,0.20784853,42
Charlene Choi,Pop,female,white,0.34830943,0.004533413,0.004506114,0.6426511,56
Charles Dutoit,Classical,male,white,0.005688534,0.05749554,0.016017001,0.9207989,38.76470588
Charles Gounod,Classical,male,white,0.007746566,0.20070785,0.017314037,0.7742316,8.75
Charles Irwin,Indie,male,white,0.003126442,0.043606147,0.02428889,0.9289785,23
Charles Ives,Classical,male,white,0.011091005,0.055385526,0.36918586,0.5643376,27
Charles Kelley,Country,male,white,0.004860973,0.062511966,0.020550152,0.91207683,56
Charles Koechlin,Classical,male,white,0.003476498,0.003214585,0.012056564,0.9812524,0
Charles Lloyd,Jazz,male,white,0.004231945,0.19601963,0.03626081,0.76348764,29
Charles Lloyd Quartet,Jazz,male,white,0.042121343,0.039405257,0.060594648,0.85787874,15
Charles Mingus,Jazz,male,white,0.022241335,0.16890733,0.025517227,0.78333414,16.63934426
Charli Baltimore,Pop,unknown,white,0.007881508,0.112167284,0.031436257,0.848515,45
Charli XCX,EDM,unknown,white,0.018335134,0.04107406,0.021489128,0.9191017,61.96
Charlie Barnet,Jazz,male,white,0.011175636,0.009858736,0.027709808,0.95125586,7
Charlie Byrd,Jazz,male,white,0.004239427,0.12223207,0.020192515,0.85333604,25.70833333
Charlie Christian,Jazz,male,white,0.009176693,0.11347239,0.016414903,0.860936,10.37037037
Charlie Daniels,Country,male,white,0.005650978,0.16925374,0.018023433,0.80707186,29.16666667
Charlie Farley,Country,male,white,0.004446313,0.106239885,0.01658168,0.87273216,54.33333333
Charlie Haden,Jazz,male,white,0.006013404,0.012099591,0.021897528,0.9599895,45
Charlie Heat,Rap,male,white,0.002456277,0.24619107,0.009114492,0.74223816,70
Charlie Mariano,Jazz,male,white,0.008127111,0.009065367,0.03125814,0.95154935,3.85
Charlie Palmieri,Jazz,male,white,0.004412485,0.008483642,0.02407267,0.96303123,20.38461538
Charlie Parker,Jazz,male,white,0.003318318,0.008947573,0.012799064,0.974935,16.97
Charlie Puth,EDM,male,white,0.002627407,0.004561712,0.007648233,0.9851627,68.76666667
Charlie Watts,Rock,male,white,0.007812575,0.05796124,0.02234801,0.91187817,32.36363636
Charlie Who?,Pop,male,white,0.004852551,0.03195711,0.014307614,0.9488827,54
Charlotte Church,Pop,female,white,0.002796302,0.015671097,0.029880524,0.9516521,46
Charlotte Day Wilson,Indie,female,white,0.002831449,0.24954073,0.018881131,0.7287467,61
Charlotte Lawrence,EDM,female,white,0.009092678,0.16533592,0.023385549,0.80218583,66.8
Charly Black,EDM,male,white,0.004358435,0.062055275,0.013512692,0.92007357,64.6
Charly García,Rock,male,white,0.003671371,0.009465164,0.01568454,0.971179,50.19047619
Charly McClain,Country,male,white,0.002277,0.4049793,0.016148945,0.57659477,28.625
Chasing Grace,Indie,female,white,0.005268471,0.07343649,0.01336646,0.9079286,61
Chayanne,Pop,unknown,white,0.03388772,0.14155377,0.061062712,0.7634958,55.4
Cheat Codes,EDM,unknown,white,0.010953861,0.07606973,0.060173877,0.8528026,68
Chelsea Cutler,Indie,female,white,0.004534327,0.010971393,0.014017537,0.97047675,68.07142857
Cheo Feliciano,Jazz,male,white,0.10017985,0.004309587,0.35789475,0.53761584,34
Cher,EDM,female,api,0.933798,0.012537148,0.01629811,0.037366774,40.06521739
Cher Lloyd,EDM,female,white,0.00357639,0.19940127,0.018630344,0.77839196,60
Cherish,Hip-hop,female,white,0.00703964,0.1241507,0.010435493,0.8583741,52.25
Chet Baker,Jazz,male,white,0.008208452,0.12358328,0.019260375,0.84894794,23.94754098
Chevy Woods,Hip-hop,unknown,white,0.002895592,0.16807763,0.023981849,0.8050449,49.14285714
Chicago Symphony Orchestra,Classical,unknown,white,0.018143263,0.002600915,0.005068473,0.9741873,11.73469388
Chick Corea,Jazz,unknown,white,0.023487383,0.19197488,0.23223777,0.5522999,36.29032258
Chick Webb,Jazz,unknown,white,0.006356287,0.11001171,0.014204621,0.8694273,31.66666667
Chico Hamilton,Jazz,male,white,0.003087376,0.15255411,0.015814899,0.8285436,14.8
Chiddy,Indie,unknown,white,0.02905883,0.051763028,0.011297789,0.9078803,49
Chiddy Bang,Indie,androgynous,white,0.028858202,0.08843306,0.015993293,0.8667155,46.53846154
Chief Kamachi,Rap,unknown,api,0.56512535,0.012965312,0.010647689,0.41126165,52
Chief Keef,Hip-hop,unknown,white,0.014832727,0.056382153,0.012326362,0.9164587,55.52631579
Childish Gambino,Hip-hop,unknown,white,0.012633092,0.014163539,0.012288714,0.9609146,58.525
Chilly Gonzales,Classical,unknown,white,0.04218666,0.027852684,0.46109903,0.46886152,45
China Anne McClain,Pop,female,white,0.001707272,0.33324614,0.013995788,0.65105087,58
Chingo Bling,Hip-hop,unknown,white,0.01290844,0.07624939,0.013872754,0.89696944,50
Chingy,EDM,unknown,white,0.002402218,0.014064771,0.008262935,0.9752701,52.91666667
Chinmayi,Pop,unknown,white,0.004567461,0.09370354,0.017196484,0.8845325,58
Chino & Nacho,Hip-hop,male,hispanic,0.039805144,0.005100054,0.7767027,0.17839207,58
Chitra Singh,Pop,female,white,0.055847816,0.009792387,0.024437942,0.9099219,31.16666667
Chloe x Halle,EDM,female,white,0.0071671,0.037986133,0.023133779,0.931713,61.78947368
Choppa,Hip-hop,unknown,white,0.029051175,0.021577021,0.436101,0.5132708,55
Chris Botti,Jazz,male,white,0.003569162,0.004783546,0.030914586,0.9607327,43.36363636
Chris Brown,EDM,male,white,0.003317013,0.24771987,0.019453732,0.7295094,59.50638298
Chris Cornell,Metal,male,white,0.002434918,0.039716575,0.016352182,0.9414963,50.61538462
Chris J,Country,male,white,0.010520141,0.08544322,0.019906105,0.8841305,39
Chris Jeday,Rap,male,white,0.020540807,0.115706615,0.010710095,0.8530425,69
Chris Lake,EDM,male,white,0.002522353,0.061697897,0.010015057,0.9257646,62.16666667
Chris Lane,Country,male,white,0.009381908,0.106309436,0.028422406,0.8558863,68.27272727
Chris LeDoux,Country,male,white,0.002597714,0.03677129,0.008934686,0.9516963,31.64634146
Chris Linton,EDM,male,white,0.002997311,0.13753654,0.018279249,0.84118694,68
Chris Norman,Pop,male,white,0.003550161,0.07622836,0.016494311,0.9037272,58
Chris Stapleton,Country,male,white,0.002385072,0.08583692,0.014390639,0.89738744,61.45901639
Chris Thomas,Country,male,white,0.009887713,0.3708702,0.013310204,0.6059319,32
Chris Tomlin,Rock,male,white,0.008310411,0.013459208,0.016733043,0.96149737,51
Chris Webby,Hip-hop,male,white,0.002032084,0.17164944,0.020234775,0.8060837,57.57142857
Chris Young,Country,male,white,0.07116745,0.1075258,0.023360718,0.79794604,54.01639344
Chrisette Michele,Pop,female,white,0.005413263,0.017902968,0.018345637,0.95833814,47.71428571
Christa Ludwig,Classical,female,white,0.006740006,0.009333939,0.019596074,0.96432996,5.666666667
Christel Goltz,Classical,female,white,0.004600769,0.00608349,0.01779114,0.9715246,0
Christian Benda,Classical,male,white,0.010465868,0.006602314,0.0681591,0.9147727,35
Christian French,Pop,male,white,0.003622822,0.009345104,0.025288898,0.96174324,66
Christian McBride,Jazz,male,white,0.005047453,0.14501226,0.03460953,0.81533074,24
Christian Nodal,Pop,male,white,0.014811877,0.043381143,0.031610757,0.91019624,72.125
Christian Sinding,Classical,male,white,0.022859436,0.042199213,0.00815404,0.9267873,3
Christina Aguilera,EDM,female,white,0.04232269,0.01383529,0.4514631,0.492379,53.95555556
Christina Grimmie,EDM,female,white,0.013898807,0.13341959,0.031178014,0.8215036,68
Christina Milian,EDM,female,white,0.009912824,0.025303768,0.01177498,0.9530084,51.2
Christina Perri,EDM,female,white,0.005012164,0.020737635,0.013354814,0.96089536,61.55
Christine Fan,Pop,female,white,0.002779466,0.034582376,0.014074177,0.94856393,54
Christoph Willibald Gluck,Classical,male,white,0.005583548,0.06802238,0.013721504,0.9126726,10.2173913
Christopher Hogwood,Classical,male,white,0.008438556,0.08775695,0.024436329,0.8793682,45.25
Christopher Martin,EDM,male,white,0.00226479,0.0825937,0.016017644,0.89912385,54
Christopher Wilde,EDM,male,white,0.003970574,0.04143807,0.019539863,0.9350515,56.2
Christopher van Kampen,Classical,male,white,0.001740071,0.024299435,0.008948602,0.9650119,47
Chrome,EDM,unknown,white,0.005004186,0.12023187,0.03115791,0.843606,65
Chronixx,EDM,unknown,white,0.004772965,0.1808097,0.023374075,0.7910433,59.66666667
Chubby Checker,Pop,unknown,white,0.002399945,0.005668231,0.010379045,0.9815528,25.75
Chuck,Rock,male,white,0.17843387,0.057972107,0.03712657,0.72646743,55
Chuck Berry,Rock,male,white,0.0066761,0.24062961,0.009956575,0.74273777,29.72146119
Chuck D,Hip-hop,male,white,0.007168626,0.16332664,0.0187992,0.81070554,36
Chuuwee,Hip-hop,unknown,white,0.14824462,0.017531017,0.011808213,0.82241607,54
Chyi Yu,Pop,androgynous,api,0.8515964,0.019067433,0.019563353,0.109772764,40.5
Ciara,EDM,female,white,0.009928401,0.002757048,0.26293814,0.72437644,56.28571429
Cisco Adler,Indie,unknown,white,0.001744346,0.05857221,0.01864708,0.9210364,50.8
City Girls,Pop,unknown,white,0.003609729,0.28590068,0.028971411,0.68151814,67.54545455
City High,Pop,unknown,white,0.002786201,0.08560911,0.013343417,0.8982613,51.33333333
City Of Birmingham Symphony Orchestra,Classical,unknown,white,0.017668245,0.002608562,0.004110355,0.9756128,44.5
City of London Sinfonia,Classical,androgynous,white,0.0089854,0.005263608,0.003515406,0.98223555,42.5
Clairo,Indie,unknown,hispanic,0.017993195,0.010453243,0.70001215,0.2715415,69.27586207
Clams Casino,Hip-hop,unknown,white,0.00591934,0.006525285,0.013576536,0.9739788,57.75
Clannad,Rock,unknown,white,0.006428834,0.013260381,0.033064183,0.9472467,35.58823529
Clara Haskil,Classical,female,white,0.006817373,0.03267686,0.010080806,0.950425,0
Clark Terry,Jazz,male,white,0.002921026,0.1916048,0.011214273,0.7942599,17.4893617
Classixx,EDM,unknown,white,0.003211656,0.25383058,0.017614761,0.72534305,50
Claud,Indie,male,white,0.017859781,0.08120707,0.15942755,0.74150556,64
Claude Bolling,Jazz,male,white,0.002776059,0.009850681,0.009806995,0.9775663,19.6
Claude Debussy,Classical,male,white,0.001620745,0.001571516,0.017972644,0.9788351,4.966153846
Claudia Leitte,Pop,female,white,0.005147254,0.00742591,0.01816038,0.9692665,66
Claudio Abbado,Classical,male,white,0.009760328,0.012305322,0.30832452,0.66960984,39.45454545
Claudio Arrau,Classical,male,white,0.05355967,0.022234613,0.28919637,0.63500935,0.638655462
Claudio Scimone,Classical,male,white,0.005740101,0.04716577,0.022117514,0.9249766,20.5
Claus Ogerman,Pop,male,white,0.001241147,0.005347942,0.015954362,0.9774565,2
Clean Bandit,EDM,unknown,white,0.012346227,0.122256085,0.028058039,0.8373397,66.83333333
Cleveland Orchestra,Classical,male,white,0.089501575,0.014308238,0.073918596,0.8222715,7.43533123
Cliff Richard,Pop,male,white,0.007414797,0.052958466,0.01346054,0.92616624,39.82222222
Clifford Brown,Jazz,male,white,0.00286236,0.29657906,0.016215889,0.68434274,16.51162791
Clint Black,Country,male,white,0.005044863,0.118857525,0.012937333,0.8631603,38.05479452
Clipse,Hip-hop,unknown,white,0.003092257,0.03761332,0.01494325,0.94435114,48.83333333
Clue,Hip-hop,unknown,white,0.008746923,0.28373563,0.033687953,0.67382944,43
Cluster,Pop,unknown,white,0.003570231,0.13592352,0.019311706,0.8411945,31.42857143
Clyde Carson,Rap,male,white,0.002171493,0.20816828,0.016798358,0.7728618,54
Coast,Indie,unknown,white,0.000592294,0.02663533,0.007945646,0.96482676,40
Cobra Starship,EDM,unknown,white,0.005323322,0.011332947,0.015503115,0.9678407,48.66666667
Cocoa Tea,EDM,female,white,0.006444525,0.19390693,0.024489094,0.7751594,41.6
Cocteau Twins,EDM,unknown,white,0.003906023,0.049159348,0.017979901,0.9289547,36
Cody Simpson,EDM,male,white,0.003093415,0.13151735,0.013133259,0.85225594,65.6
Coi Leray,Rap,unknown,white,0.02839297,0.10694821,0.02502064,0.8396381,63
Colbie Caillat,EDM,unknown,white,0.18947464,0.047559515,0.3126066,0.45035917,58.28571429
Cold Hart,Hip-hop,unknown,white,0.002425951,0.109522685,0.028470669,0.85958076,66
Coldplay,Pop,unknown,white,0.002275694,0.13423975,0.015999313,0.84748524,60.68387097
Cole Swindell,Country,male,white,0.00265837,0.054960664,0.018836804,0.92354417,60.69565217
Coleman Hawkins,Jazz,male,white,0.00273394,0.38723204,0.014943084,0.5950909,16.79120879
Colin Munroe,Indie,male,white,0.002462174,0.15800598,0.017036976,0.82249486,50
Collections Of Colonies Of Bees,Indie,unknown,white,0.013814244,0.23103084,0.011192276,0.74396265,61
Collie Buddz,EDM,unknown,white,0.00316545,0.009988111,0.02079358,0.9660529,49.4375
Collin Raye,Country,male,white,0.003192766,0.17327629,0.011279076,0.8122519,36.86486486
Collin Walcott,Jazz,male,white,0.006037641,0.15638463,0.020016892,0.8175608,39
Colt Ford,Country,male,white,0.004168367,0.16755036,0.015796764,0.81248456,52.06060606
Colter Wall,Country,unknown,white,0.001862647,0.06826006,0.0197633,0.910114,59.41666667
Comethazine,Hip-hop,unknown,white,0.006466523,0.45524615,0.013696603,0.52459073,64.875
Common,Hip-hop,unknown,white,0.004512108,0.20524684,0.013188344,0.7770527,49.72881356
