name,filtered_genre,gender
Dick Hyman,Pop,male
Dick Justice,Country,male
Dickey Betts,Country,unknown
Dicks,Classical,unknown
Dictator,Pop,unknown
Diddy,EDM,unknown
Diddy - Dirty Money,Pop,unknown
Dido,EDM,female
Didrik Thulin,Pop,male
Die Antwoord,Hip-hop,unknown
Die Toten Hosen,Pop,unknown
Diego Money,Rap,male
Diego Torres,Pop,male
Diego Verdaguer,Pop,male
Dierks Bentley,Country,unknown
Dietrich Fischer-Dieskau,Classical,male
Different Heaven,EDM,female
Digable Planets,Hip-hop,unknown
Digital Daggers,Indie,unknown
Digital Farm Animals,EDM,unknown
Digital Underground,Hip-hop,unknown
Digitalism,EDM,unknown
Dijon,Indie,unknown
Dilated Peoples,Hip-hop,unknown
Dillard & Clark,Country,male
Dillinger Four,Indie,unknown
Dillon Francis,EDM,male
Dimension Latina,Jazz,female
Dimitri Vegas,EDM,male
Dimitri Vegas & Like Mike,EDM,male
Dimitris,Pop,male
Dimitris Mitropanos,Pop,male
Dimmu Borgir,Metal,unknown
Dinah Shore,Jazz,female
Dinah Washington,Jazz,female
Dino,Indie,male
Dino Merlin,Rock,male
Dinosaur,Indie,unknown
Dinosaur Jr.,Indie,unknown
Dinosaur L,Indie,unknown
Dio,Pop,unknown
Dion,EDM,male
Dion & The Belmonts,Pop,male
Dionne Warwick,Pop,female
Diplo,EDM,unknown
Dirch Passer,Pop,male
Dire Straits,Oldies,unknown
Dirt Nasty,Rap,unknown
Dirt Poor Robins,Indie,unknown
Dirt Rock Empire,Country,male
Dirtsman,EDM,unknown
Dirty,Rock,unknown
Dirty Heads,Rock,unknown
Dirty Looks,Metal,unknown
Dirty Pretty Things,EDM,unknown
Dirty Projectors,Indie,unknown
Dirty South,EDM,unknown
Dirtyphonics,EDM,unknown
Disciple,EDM,unknown
Disciples,EDM,unknown
Disclosure,EDM,unknown
Discovery,Indie,unknown
Disfigure,EDM,unknown
Dishwalla,Pop,unknown
Dismemberment Plan,EDM,unknown
Dispatch,Indie,unknown
Disturbed,Metal,unknown
Disturbing Tha Peace,Hip-hop,androgynous
Divino,Hip-hop,male
Divinyls,EDM,unknown
División Minúscula,Indie,unknown
Dixie Chicks,Country,female
Dixie Dregs,Jazz,female
Dizzee Rascal,Pop,unknown
Dizzy Gillespie,Jazz,unknown
Dizzy Reece,Jazz,male
Dizzy Wright,Hip-hop,unknown
Dj Laz,Hip-hop,unknown
Django Reinhardt,Jazz,male
Dmac,Rap,unknown
Dmitri Shostakovich,Classical,male
Dmitry Kabalevsky,Classical,male
Do As Infinity,Pop,androgynous
Do Or Die,Hip-hop,androgynous
Doc & Merle Watson,Oldies,androgynous
Doc Watson,Country,androgynous
Dock Boggs,Country,unknown
Doctor P,EDM,unknown
Dodgy,Pop,unknown
Doe Boy,Hip-hop,male
Dog's Eye View,Pop,unknown
Dogboy,Rock,unknown
Doja Cat,Indie,male
Dokken,Metal,unknown
Dolla,EDM,unknown
Dolly Parton,Country,female
Dolly Shine,Country,female
Dom Dolla,EDM,unknown
Dom Kennedy,Hip-hop,female
Dom Salvador & Abolição,Rock,male
Domenico Cimarosa,Classical,male
Domenico Modugno,Pop,male
Domenico Scarlatti,Classical,male
Dominic Fike,Pop,male
Domino,Country,unknown
Domo Genesis,Hip-hop,female
Don Aero,Hip-hop,male
Don Byas,Jazz,male
Don Carlos,Rock,male
Don Cherry,Jazz,male
Don Chezina,Hip-hop,male
Don Costa,Pop,male
Don Covay,R&B,male
Don Diablo,EDM,male
Don Elliot,Pop,male
Don Ewell,Jazz,male
Don Felder,Rock,male
Don Gibson,Rock,male
Don Henley,Country,male
Don Ho,Indie,male
Don Julian & The Larks,R&B,male
Don McLean,Oldies,male
Don Miguelo,Hip-hop,male
Don Omar,Hip-hop,male
Don Ralke,Pop,male
Don Toliver,Rap,male
Don Wilkerson,Jazz,male
Don Williams,Country,male
Donald Adams,Classical,male
Donald Byrd,Jazz,male
Donald Fagen,Jazz,male
Donald Harrison,Jazz,male
Dondria,Pop,unknown
Donell Jones,EDM,male
Donna Fargo,Country,female
Donna Lewis,Pop,female
Donna Summer,EDM,female
Donnie Fritts,Country,male
Donnie Iris,Rock,male
Donny & Marie Osmond,Pop,male
Donny Hathaway,Jazz,male
Donny Osmond,Pop,male
Donovan,Country,male
Donovan Woods,Indie,male
Doobie,Country,unknown
Doomtree,Hip-hop,unknown
Dope,Metal,unknown
Dorel Livianu,Pop,male
Dorian,EDM,male
Doris,Jazz,female
Doris Day,Jazz,female
Doris Monteiro,Jazz,female
Doris Troy,Pop,female
Dorothy,Rock,female
Dorothy Ashby,Indie,female
Dorrough Music,Hip-hop,unknown
Dos,Hip-hop,unknown
Dotan,Pop,unknown
Dottie West,Country,female
Double You,EDM,androgynous
Doug E. Fresh,Hip-hop,male
Doug Kershaw,Pop,male
Doug Sahm,Country,male
Doug Stone,Country,male
Doug Supernaw,Country,male
Doug Watkins,Jazz,male
Doug and the Slugs,Rock,male
Dougie MacLean,Rock,unknown
Dove Cameron,Pop,male
Dove Shack,Rap,unknown
Doves,Rap,unknown
Down With Webster,Rock,male
Downset,Metal,unknown
Dr Zeus,Hip-hop,unknown
Dr. Alban,EDM,male
Dr. Dog,Indie,unknown
Dr. Dre,Hip-hop,male
Dr. Feelgood,Rock,unknown
Dr. Hook,Country,unknown
Dr. Jean Feldman,EDM,male
Dr. John,Country,male
Dr. Lonnie Smith,Jazz,male
Dr. Octagon,Hip-hop,unknown
Draco Rosa,Pop,female
Drag-On,Hip-hop,unknown
Dragon,Rock,unknown
DragonForce,Metal,unknown
Dragonette,EDM,unknown
Drake,Hip-hop,male
Drake Bell,Pop,male
Drake White,Country,male
Drakeo the Ruler,Rap,unknown
Drama,Hip-hop,unknown
Drapht,Hip-hop,unknown
Draw,Pop,unknown
Drax Project,Pop,unknown
Dre,Hip-hop,male
Dread Mar I,Rock,female
Dream,Hip-hop,unknown
Dream Evil,Metal,unknown
Dream Koala,Indie,unknown
Dream Theater,Metal,unknown
Dream Warriors,Jazz,unknown
DreamDoll,Pop,unknown
Dreamgirl,Indie,unknown
Dreamville,Hip-hop,unknown
Dreezy,Pop,unknown
Drew Holcomb & The Neighbors,Indie,male
Drew Seeley,Pop,male
Drive-By Truckers,Country,unknown
Drivin N Cryin,Rock,unknown
Drop Nineteens,Pop,unknown
Dropkick Murphys,Rock,unknown
Drowning Pool,Metal,unknown
Dru Down,Rap,male
Dru Hill,EDM,male
Drugdealer,Indie,unknown
Drumma Battalion,Indie,unknown
Dry Kill Logic,Metal,unknown
Dschinghis Khan,Pop,unknown
Dua Lipa,EDM,unknown
Duane Allman,Country,male
Duane Eddy,Pop,male
Dubb,Rap,unknown
Dubee,Hip-hop,unknown
Duck Sauce,EDM,unknown
Ducktails,Indie,unknown
Duckwrth,Hip-hop,unknown
Duke,Rap,male
Duke Deuce,Hip-hop,male
Duke Dumont,EDM,male
Duke Ellington,Jazz,male
Duke Jordan,Jazz,male
Duke Pearson,Jazz,male
Duki,Hip-hop,unknown
Dum Dum Girls,Indie,unknown
Dumbfoundead,Hip-hop,unknown
Dumbo Gets Mad,Indie,unknown
Duncan Dhu,Pop,male
Duncan Sheik,Pop,male
Dune,Indie,unknown
Dungeon Family,Hip-hop,unknown
Duo Dinamico,Pop,androgynous
Duo Fasano,Pop,androgynous
Duran Duran,EDM,male
Dust,Country,unknown
Duster,Indie,unknown
Dustin Lynch,Country,male
Dustin O'Halloran,Classical,male
Dustin Tebbutt,Indie,male
Dusty Springfield,Jazz,male
Dutch Swing College Band,Jazz,unknown
Dwarves,Pop,unknown
Dwayne Tryumf,Rap,male
Dwight Twilley Band,Pop,male
Dwight Yoakam,Country,male
Dwn2earth,Rap,unknown
Dyablo,Hip-hop,unknown
Dyango,Pop,unknown
Dying Fetus,Metal,unknown
Dyl,Country,unknown
Dylan Brady,Pop,male
Dylan Matthew,Pop,male
Dylan Schneider,Country,male
Dylan Scott,Country,male
Dyland & Lenny,Hip-hop,male
Dyme Def,Indie,unknown
Dynoro,EDM,unknown
Dzeko,EDM,unknown
Dzeko & Torres,EDM,unknown
Dzihan & Kamien,EDM,unknown
Dâm-Funk,Pop,unknown
Dímelo Flow,Rap,unknown
Døves,Rap,unknown
Dúo Hnos. Gaitán Castro,Pop,unknown
E-40,Hip-hop,unknown
E-Jun Lee,Pop,male
E-Motion,Rock,unknown
E. Power Biggs,Classical,unknown
E.S. Posthumus,Pop,unknown
E.S.G.,Rap,unknown
EARTHGANG,Hip-hop,unknown
EDEN,Indie,unknown
EDX,EDM,unknown
EGOIST,Rock,unknown
EGOVERT,Rap,unknown
EMF,Pop,unknown
EOR,Indie,unknown
EPMD,Hip-hop,unknown
ERA,Indie,unknown
ESG,EDM,unknown
EVAN GIIA,Pop,unknown
EVERGLOW,Pop,unknown
EXID,Pop,unknown
EXO,Pop,unknown
EXO-K,Pop,unknown
Eagle-Eye Cherry,Pop,female
Eagles,Country,unknown
Eagles Of Death Metal,Rock,unknown
Earl Dibbles Jr.,Country,male
Earl Grant,Pop,male
Earl Hines,Jazz,male
Earl King,R&B,male
Earl Klugh,Jazz,male
Earl Sweatshirt,Hip-hop,male
Earl Thomas Conley,Country,male
Earl Wild,Classical,male
Earle Hagen,Pop,male
Earshot,Metal,unknown
"Earth, Wind & Fire",Jazz,unknown
Eartha Kitt,Jazz,female
Eason Chan,Pop,male
East 17,EDM,unknown
Easton Corbin,Country,male
Easy Mo Bee,Jazz,male
Eazy-E,Hip-hop,unknown
Ebe Stignani,Classical,female
Eberhard Weber,Jazz,male
Eberhard Wächter,Classical,male
Ebi,Pop,unknown
Ebo Taylor,Indie,male
Echo & the Bunnymen,EDM,unknown
Echo Movement,Rock,unknown
Echosmith,Indie,unknown
Ed Bruce,Country,male
Ed Maverick,Indie,male
Ed O.G. & Da Bulldogs,Hip-hop,male
Ed Sheeran,Pop,male
"Eddie ""Cleanhead"" Vinson",Jazz,male
"Eddie ""Lockjaw"" Davis",Jazz,male
Eddie & The Hot Rods,Pop,male
Eddie Berman,Indie,male
Eddie Calvert,Jazz,male
Eddie Cantor,Jazz,male
Eddie Cochran,Pop,male
Eddie Dee,Hip-hop,male
Eddie Floyd,R&B,male
Eddie Gale,Jazz,male
Eddie Gómez,Jazz,male
Eddie Harris,Jazz,male
Eddie Henderson,Jazz,male
Eddie Kendricks,Jazz,male
Eddie Lang,Jazz,male
Eddie Lovette,Pop,male
Eddie Meduza,Pop,male
Eddie Money,Country,male
Eddie Palmieri,Jazz,male
Eddie Rabbitt,Country,male
Eddie Vedder,Rock,male
Eddy Arnold,Country,male
Eddy Herrera,Pop,male
Eddy Lover,Hip-hop,male
Eddy Mitchell,Pop,male
Eddy Raven,Country,male
Eden Ahbez,Pop,female
Eden Project,Indie,female
Edgar Froese,Rock,male
Edgar Winter,Country,male
Edgar Winter's White Trash,Rock,male
Edguy,Metal,unknown
Edie Brickell,Pop,female
Edie Brickell & New Bohemians,Pop,female
Edison Denisov,Classical,male
Edison Lighthouse,Pop,male
Edith Mathis,Classical,female
Edith Márquez,Pop,female
Editors,EDM,unknown
Edoardo Bennato,Pop,male
Edoardo Vianello,Pop,male
Eduard Khil,Pop,male
Eduardo Gatti,Rock,male
Edvard Grieg,Classical,male
Edward Bear,Pop,male
Edward Elgar,Classical,male
Edward Maya,Pop,male
Edward Sharpe & The Magnetic Zeros,Indie,male
Edwin Bruce,Rock,male
Edwin McCain,Pop,male
Edwyn Collins,Pop,unknown
Eels,Rock,unknown
Efraim Shamir,Pop,male
Egg,Indie,unknown
Egor Letov,Rock,male
Egypt Central,Metal,unknown
Ehab Tawfik,Pop,male
Eiffel 65,EDM,unknown
Eileen Farrell,Classical,female
Ekin Cheng,Pop,female
Ekolu,Pop,unknown
Ekseption,Pop,unknown
El Alfa,Rap,female
El Bebeto,Pop,female
El Canto Del Loco,Pop,female
El Chicano,Rock,female
El Chombo,Hip-hop,female
El Combo De Las Estrellas,Pop,female
El Coyote Y Su Banda Tierra Santa,Pop,female
El Dipy,Pop,female
El Fantasma,Pop,female
El General,Pop,female
El Gran Combo De Puerto Rico,Jazz,female
El Gran Silencio,Pop,female
El Haragán y Compañía,Rock,female
El Michels Affair,EDM,female
El Potro De Sinaloa,Pop,female
El Roockie,Hip-hop,female
El Ten Eleven,Rock,female
El Tri,Rock,female
El de La Guitarra,Pop,female
El-P,Rock,unknown
Eladio Carrion,Rap,male
Elaine Paige,Pop,female
Elastica,Pop,unknown
Elbow,Indie,unknown
Elder Island,EDM,unknown
Eleanor Steber,Classical,female
Electrasy,Pop,unknown
Electric Boys,Metal,unknown
Electric Guest,EDM,unknown
Electric Light Orchestra,Pop,unknown
Electric Six,EDM,unknown
Electric Wizard,Metal,unknown
Electric Youth,Pop,unknown
Electro-Light,EDM,unknown
Electronic,Hip-hop,unknown
Elefante,Pop,unknown
Element Eighty,Metal,unknown
Eleni Karaindrou,Classical,female
Elephant Man,EDM,androgynous
Elephant Revival,Indie,unknown
Elephante,EDM,unknown
Eleven Hundred Springs,Country,unknown
Eli Young Band,Country,female
Eliane Elias,Jazz,female
Elijah Blake,Indie,male
Elina,Indie,female
Elio Roca,Pop,male
Elis Regina,Jazz,male
Elisabeth Grümmer,Classical,female
Elisabeth Höngen,Classical,female
Elisabeth Leonskaja,Classical,female
Elisabeth Rethberg,Classical,female
Elisabeth Schumann,Classical,female
Elisabeth Schwarzkopf,Classical,female
Elise Lieberth,Pop,female
Elizabeth Cook,Country,female
Elizabeth Cotten,EDM,female
Elizabeth Fraser,Indie,female
Elizabeth Harwood,Classical,female
Elizaveta,Indie,female
Elkie Brooks,Pop,male
Ella Eyre,EDM,female
Ella Fitzgerald,Jazz,female
Ella Henderson,EDM,female
Ella Mai,Pop,female
Elle Varner,Pop,female
Elley Duhé,Indie,unknown
Ellie Goulding,EDM,female
Elliot Root,Indie,male
Elliott Smith,Indie,male
Elliott Trent,Pop,male
Ellis B. Kohs,Classical,male
Ellise,Indie,unknown
Ellusive,Rap,unknown
Elmore James,Rock,male
Elohim,EDM,unknown
Elsa Merlini,Pop,female
Elskavon,Classical,unknown
Elton John,Oldies,male
Eluveitie,Pop,unknown
Eluvium,Rock,unknown
Elvin Bishop,Country,male
Elvin Jones,Jazz,male
Elvis Costello,EDM,male
Elvis Costello & The Attractions,EDM,male
Elvis Martinez,Pop,male
Elvis Presley,Rock,male
Ely Guerra,Indie,unknown
Emahoy Tsegué-Maryam Guébrou,Jazz,unknown
Emancipator,EDM,unknown
Emanuel Ax,Classical,male
Emanuel Feuermann,Classical,male
Emarosa,Indie,unknown
Emblem3,Pop,unknown
Emeli Sandé,EDM,unknown
Emelie Hollow,Indie,female
Emerson Drive,Country,male
Emerson String Quartet,Classical,male
"Emerson, Lake & Palmer",Jazz,male
"Emerson, Lake & Powell",Rock,male
Emery,EDM,male
Emil Gilels,Classical,male
Emile Ford & The Checkmates,Rock,male
Emilie-Claire Barlow,Jazz,unknown
Emilio José,Pop,male
Emily Browning,Indie,female
Emily King,Indie,female
Emily Osment,Pop,female
Emily Warren,Pop,female
Emilíana Torrini,EDM,unknown
Eminem,Hip-hop,unknown
Emitt Rhodes,Country,unknown
Emma Kirkby,Classical,female
Emmanuel,Pop,male
Emmanuel Pahud,Classical,male
Emmure,Metal,unknown
Emmylou Harris,Country,male
Emotional Oranges,Indie,unknown
Emperor,Rock,unknown
Empire of the Sun,EDM,androgynous
Empress Of,EDM,unknown
En Espíritu Y En Verdad,Rock,androgynous
En Vogue,EDM,androgynous
Engelbert Humperdinck,Pop,male
Engenheiros Do Hawaii,Rock,androgynous
England Dan,Country,male
English Baroque Soloists,Classical,unknown
English Chamber Orchestra,Classical,unknown
Enigma,Pop,unknown
Enjambre,Indie,unknown
Enjoy,Indie,unknown
Eno,EDM,male
Enric Madriguera,Pop,male
Enrique Enrique Granados,Classical,male
Enrique Granados,Classical,male
Enrique Guzman,Pop,male
Enrique Iglesias,EDM,male
Enter Shikari,Metal,unknown
Entombed,Metal,unknown
Enuff Z'Nuff,Pop,unknown
Enzo Dara,Classical,male
Epic45,Rock,unknown
Equipto,Rap,unknown
Eraserheads,Pop,unknown
Erasmo Carlos,Rock,male
Erasure,EDM,unknown
Eric,Country,male
Eric B. & Rakim,Hip-hop,male
Eric Bellinger,EDM,male
Eric Burdon,Rock,male
Eric Burdon & the Animals,Rock,male
Eric Carmen,Pop,male
Eric Church,Country,male
Eric Clapton,Oldies,male
Eric Darius,Jazz,male
Eric Dolphy,Jazz,male
Eric Donaldson,Rock,male
Eric Harland,Jazz,male
Eric Heatherly,Country,male
Eric Hutchinson,Indie,male
Eric Johnson,Jazz,male
Eric Parkin,Classical,male
Eric Paslay,Country,male
Eric Prydz,EDM,male
Erich Wolfgang Korngold,Classical,male
Erick Sermon,Hip-hop,male
Erick the Architect,Hip-hop,male
Erik Satie,Classical,male
Erin,Indie,female
Erin Boheme,Jazz,female
Erkin Koray,Jazz,male
Erna Berger,Classical,female
Ernest Ashworth,Country,male
Ernest Bloch,Classical,male
Ernest Chausson,Classical,male
Ernest Macmillan,Classical,male
Ernest Ranglin,Rock,male
Ernest Tubb,Country,male
Ernestine Anderson,Jazz,female
Ernesto Bonino,Pop,male
Ernesto Nazareth,Classical,male
Ernie Henry,Jazz,male
Ernst Haefliger,Classical,male
Eros Ramazzotti,Pop,male
Erre XI,Hip-hop,unknown
Erroll Garner,Jazz,male
Ersel Hickey,Rock,male
Erskine Hawkins,Jazz,male
Erykah Badu,Hip-hop,unknown
Eryn Allen Kane,Indie,female
Esa-Pekka Salonen,Classical,unknown
Esbjörn Svensson Trio,Jazz,male
Escape the Fate,Pop,unknown
Eshconinco,Pop,unknown
Esperanza Spalding,Jazz,female
Esquivel!,Pop,unknown
Esther Phillips,Jazz,female
Esthero,EDM,unknown
Esthie,Indie,unknown
Estopa,Pop,unknown
Eternal,Hip-hop,unknown
Eternity's Children,Pop,unknown
Etham,Indie,unknown
Ethel Waters,Jazz,female
Etta James,Jazz,female
Etta Jones,Jazz,female
Eubie Blake,Jazz,male
Euge Groove,Jazz,unknown
Eugene Goossens,Classical,male
Eugene McDaniels,Jazz,male
Eugene Ormandy,Classical,male
Eurogliders,Rock,unknown
Europa,EDM,unknown
Europa Galante,Classical,unknown
Europe,Metal,unknown
Eurythmics,EDM,unknown
Eva Cassidy,Jazz,female
Eva Marton,Classical,female
Eva Simons,Pop,female
Evalyn,Indie,female
Evan And Jaron,Pop,male
Evan Olson,Indie,male
Evanescence,Metal,unknown
Evann McIntosh,Indie,male
Evans Blue,Metal,unknown
Eve,EDM,female
Eve 6,Pop,female
Everclear,Pop,unknown
Everlast,Rap,unknown
Evert Taube,Pop,male
Every Avenue,Pop,unknown
Every Mothers Nightmare,Metal,unknown
Every Time I Die,Metal,unknown
Everything,EDM,unknown
Everything But The Girl,EDM,female
Evgeny Kissin,Classical,male
Evidence,Hip-hop,unknown
Evildead,Metal,unknown
Example,EDM,unknown
Excision,EDM,unknown
Exhorder,Metal,unknown
Exodus,Metal,unknown
Explosions In The Sky,Rock,androgynous
Exposé,Pop,unknown
Extreme,Metal,unknown
Exumer,Metal,unknown
EyeKeem,Rap,unknown
Eyedea & Abilities,Hip-hop,unknown
Eyes Set To Kill,Pop,androgynous
Ezra Vine,Pop,male
F-Minus,Rock,unknown
F.I.R.,Pop,unknown
F.L.Y. (Fast Life Yungstaz),Hip-hop,unknown
FC Kahuna,EDM,unknown
FFH,Rock,unknown
FIDLAR,Indie,unknown
FINNEAS,Indie,unknown
FKA twigs,EDM,unknown
FKJ,Indie,unknown
FKi 1st,Rap,unknown
FLETCHER,EDM,unknown
FLOW,Hip-hop,unknown
FM,Rap,unknown
FM Static,Pop,unknown
FM-84,Pop,unknown
FRENSHIP,Indie,unknown
FRND,EDM,unknown
FU-Schnickens,Hip-hop,unknown
Faber Drive,Pop,unknown
Fabio Biondi,Classical,male
Fabio Concato,Pop,male
Fabio Luisi,Classical,male
Fabolous,EDM,unknown
Fabrizio De André,Pop,male
Fabrizio Paterlini,Classical,male
Faces,Country,unknown
Fad Gadget,EDM,unknown
Failure,Metal,unknown
Fair To Midland,Metal,male
Fairground Attraction,Pop,unknown
Fairport Convention,Country,unknown
Fairuz,Pop,unknown
Faith Evans,EDM,female
Faith Hill,Country,female
Faith No More,Metal,female
Faithless,EDM,unknown
Falconer,Metal,unknown
Fall Out Boy,Pop,male
Falling In Reverse,Pop,androgynous
Family Force 5,Hip-hop,unknown
Family and Friends,Indie,unknown
Famous Dex,Hip-hop,unknown
Fandango,Indie,unknown
Fania All Stars,Jazz,unknown
Fanny Lu,Pop,female
Fantasia,EDM,unknown
Faouzia,Pop,unknown
Far,Rap,unknown
Far East Movement,EDM,unknown
Farid al-Atrash,Pop,male
Farida,Pop,female
Farida Khanum,Pop,female
Faron Young,Country,male
Farruko,Rap,unknown
Fast Eddie,Rap,male
Fastball,Pop,unknown
Faster Pussycat,Metal,unknown
Fastway,Metal,unknown
Fat Boys,Hip-hop,unknown
Fat Freddy's Drop,EDM,unknown
Fat Joe,Hip-hop,male
Fat Nick,Hip-hop,male
Fat Pat,Rap,androgynous
Fatal,Rap,unknown
Fataneh,Pop,unknown
Fatback Band,Hip-hop,unknown
Fatboibari,Rap,unknown
Father,Indie,unknown
Father John Misty,Indie,male
Fatlip,Hip-hop,unknown
Fatman Scoop,Rap,unknown
Fats Domino,Pop,unknown
Fats Navarro,Jazz,unknown
Fats Waller,Jazz,unknown
Faul,Classical,unknown
Faustix,Pop,unknown
Fausto Cigliano,Pop,male
Faydee,Pop,unknown
Faye Webster,Indie,female
Faye Wong,Indie,female
Fayza Ahmed,Pop,female
Fear,EDM,unknown
Fear Factory,Metal,unknown
"Fear, and Loathing in Las Vegas",Metal,unknown
Feargal Sharkey,Pop,male
Fedde Le Grand,EDM,male
Federico Mompou,Classical,male
Federico Moreno Torroba,Classical,male
Fedora Barbieri,Classical,female
Feed Me,EDM,androgynous
Feeder,Pop,unknown
Feenixpawl,EDM,unknown
Fefe Dobson,Pop,unknown
Fefita La Grande,Pop,unknown
Fehlfarben,Rock,unknown
Fei Yu-ching,Pop,androgynous
Feid,Pop,unknown
Feint,EDM,unknown
Feist,Indie,unknown
Fela Kuti,Pop,unknown
Felicity Lott,Classical,female
Felix Da Housecat,EDM,male
Felix Jaehn,EDM,male
Felix Mendelssohn,Classical,male
Felly,Hip-hop,unknown
Feng Suave,Pop,androgynous
Fenix Flexin,Rap,unknown
Fenix TX,Pop,unknown
Ferde Grofé,Classical,unknown
Ferdinand Frantz,Classical,male
Ferdinand Ries,Classical,male
Fergie,EDM,unknown
Fernando Corena,Classical,male
Fernando Delgadillo,Rock,male
Fernando Ortega,Rock,male
Fernando Sor,Pop,male
Fernando Villalona,Pop,male
Ferr,Pop,unknown
Ferruccio Tagliavini,Pop,male
Ferry Corsten,EDM,male
Fetty Wap,Hip-hop,unknown
Fever Ray,EDM,male
Fever Tree,Rock,unknown
Fey,EDM,unknown
Fiction Factory,EDM,unknown
Fiddlin' Doc Roberts,Oldies,androgynous
Fidel Rueda,Pop,male
Fiel A La Vega,Rock,female
Field Mob,Hip-hop,unknown
Fields Of The Nephilim,Rock,female
Fiend,Hip-hop,unknown
Fifth Harmony,EDM,female
Fifty Foot Hose,Rock,unknown
Fig,Metal,unknown
Fiji,Pop,unknown
Fila Brazillia,EDM,female
Filter,Metal,unknown
Finch,Pop,unknown
Finding Hope,Indie,female
Fine Young Cannibals,EDM,female
Fingazz,Pop,unknown
Finger Eleven,Metal,unknown
Finis Henderson,Rock,male
Finn,Indie,male
Fiona Apple,Indie,female
Fionn Regan,Indie,male
Firefall,Country,unknown
Fireflight,Pop,unknown
Firehouse,Metal,unknown
Firehouse Five Plus Two,Jazz,male
First Aid Kit,Country,male
Fischer-Z,Rock,unknown
Fischerspooner,EDM,unknown
Fish Leong,Pop,unknown
Fishbone,Metal,unknown
Fishmans,Pop,unknown
Fit For Rivals,Pop,unknown
Fito Paez,Rock,unknown
Fito y Fitipaldis,Pop,unknown
Fitz and The Tantrums,Indie,female
Five,Pop,male
Five Finger Death Punch,Metal,male
Five For Fighting,Pop,male
Five Horse Johnson,Metal,male
Five Man Electrical Band,Rock,male
Fivio Foreign,Rap,unknown
Flame,Hip-hop,unknown
Flamin' Groovies,Country,unknown
Flans,Pop,unknown
Flatbush Zombies,Hip-hop,unknown
Flatland Cavalry,Country,unknown
Flatsound,Indie,unknown
Flatt & Scruggs,Country,unknown
Flaw,Indie,unknown
Fleet Foxes,Indie,unknown
Fleetwood Mac,Oldies,male
Flesh For Lulu,Rock,male
Fletcher Henderson,Jazz,male
Fletcher Henderson & His Orchestra,Jazz,male
Flex,Rap,unknown
Flight Facilities,EDM,unknown
Flip Phillips,Jazz,male
Flipmode Squad,Hip-hop,unknown
Flipp Dinero,Hip-hop,unknown
Flipper,Rock,unknown
Flo & Eddie,Rock,male
Flo Rida,EDM,male
Flo Sandon,Pop,unknown
Flo Sandon's,Pop,unknown
Flobots,Hip-hop,unknown
Floetry,Pop,unknown
Flogging Molly,Pop,female
Flor Peeters,Classical,female
Flora Purim,Jazz,female
Florence + The Machine,Pop,female
Florence Quivar,Classical,female
Florence Welch,Pop,female
Florida Georgia Line,Country,female
