name,filtered_genre,gender
Kid 'N Play,Hip-hop,unknown
Kid Abelha e os Abóboras Selvagens,Rock,unknown
Kid Bloom,Indie,unknown
Kid Capri,Hip-hop,unknown
Kid Cudi,Hip-hop,unknown
Kid Francescoli,EDM,unknown
Kid Frost,Hip-hop,unknown
Kid Ink,EDM,unknown
Kid Koala,Indie,unknown
Kid Loco,EDM,unknown
Kid Ory,Jazz,unknown
Kid Quill,Indie,unknown
Kid Rock,Metal,male
Kid Trunks,Hip-hop,unknown
Kidd Kidd,Rap,unknown
Kidneythieves,Metal,unknown
Kiesza,EDM,unknown
Kiiara,Indie,unknown
Kiki Dee,Pop,female
Kikuo,Pop,androgynous
Kill Bill: The Rapper,Rap,female
Kill Hannah,EDM,female
Kill The Noise,EDM,female
Killah Priest,Hip-hop,unknown
Killer Dwarfs,Metal,unknown
Killer Mike,Hip-hop,male
Killing Joke,EDM,female
Killstation,Hip-hop,unknown
Killswitch Engage,Metal,unknown
Killumantii,Rap,unknown
Kilo Ali,Hip-hop,male
Kim Borg,Classical,female
Kim Carnes,Pop,female
Kim Gun Mo,Pop,female
Kim Hyunshik,Pop,female
Kim Jong Wan,Pop,female
Kim Jung Mi,Rock,female
Kim Kashkashian,Classical,female
Kim Mitchell,Rock,female
Kim Petras,EDM,female
Kim Waters,Jazz,female
Kim Wilde,EDM,female
Kimberly Anne,Indie,female
Kimbra,Indie,female
Kimya Dawson,Indie,male
Kina Grannis,Indie,female
King,Rock,male
King Clave,Pop,male
King Combs,Pop,male
King Crimson,Jazz,male
King Curtis,Jazz,male
King Diamond,Metal,male
King Geedorah,Hip-hop,male
King George,Rap,male
King Gizzard & The Lizard Wizard,Indie,male
King Harvest,Rock,male
King Kobra,Metal,male
King Krule,Pop,male
King Lil G,Hip-hop,male
King Louie,Rap,male
King Missile,Rock,male
King Pleasure,Jazz,male
King Princess,EDM,male
King Sunny Ade,Pop,male
King Syze,Rap,male
King Tee,Hip-hop,male
King Tubby,Rock,male
King Tuff,Indie,male
King Von,Hip-hop,male
King's X,Metal,unknown
Kingdom Come,Metal,unknown
Kingo Hamada,Pop,male
Kings (MHM),Indie,unknown
Kings Kaleidoscope,Indie,unknown
Kings of Convenience,Indie,unknown
Kings of Leon,Rock,male
Kinky,Rock,unknown
Kino,Pop,male
Kinto Sol,Hip-hop,female
Kip Moore,Country,male
Kiprich,EDM,unknown
Kiri Te Kanawa,Pop,androgynous
Kirk Knight,Hip-hop,male
Kirk Whalum,Jazz,male
Kirko Bangz,Hip-hop,unknown
Kirsten Flagstad,Classical,female
Kirsty MacColl,EDM,female
Kishi Bashi,Indie,unknown
Kishore Kumar,Pop,male
Kit Chan,Pop,male
Kitchie Nadal,Rock,unknown
Kittie,Metal,female
Kitty Wells,Country,female
Kix,Metal,unknown
Kiyotaka Sugiyama,Pop,male
Klaas,EDM,male
Klaatu,Rock,unknown
Klangkarussell,Pop,unknown
Klaus Tennstedt,Classical,male
Klaxons,EDM,unknown
Kleeer,Jazz,unknown
Kleerup,Pop,unknown
Klingande,EDM,unknown
Knife Party,EDM,unknown
Knox Fortune,Indie,unknown
Knuckle Puck,Pop,female
Knxwledge,Hip-hop,unknown
Kodak Black,Hip-hop,unknown
Kodaline,Pop,unknown
Kodie Shane,Hip-hop,male
Kody West,Country,male
Koe Wetzel,Country,unknown
Koffee,EDM,unknown
Kofi,Hip-hop,male
Kokane,Rap,unknown
Kolby Cooper,Country,male
Kold-Blooded,Rap,unknown
Kolohe Kai,Pop,male
Kolton Moore & the Clever Few,Country,male
Kon Kan,Pop,androgynous
Konshens,EDM,unknown
Kool G Rap,Hip-hop,unknown
Kool John,Rap,male
Kool Moe Dee,Hip-hop,female
Koop,Classical,male
Koopsta Knicca,Hip-hop,unknown
Korn,Metal,unknown
Korol i Shut,Hip-hop,unknown
Korpiklaani,Metal,unknown
Kossisko,Rap,unknown
Kostas,Pop,male
Kota the Friend,Hip-hop,male
Kottonmouth Kings,Metal,unknown
Kraftwerk,EDM,unknown
Kranium,EDM,unknown
Krayzie Bone,Rap,unknown
Kreator,Metal,unknown
Krewella,EDM,unknown
Kris Allen,Indie,male
Kris Kristofferson,Country,male
Kris Kross,Pop,male
Kris Kross Amsterdam,Pop,male
Kristinia DeBarge,EDM,unknown
Krizz Kaliko,Country,unknown
Krokus,Metal,unknown
Kronos Quartet,Pop,unknown
Krosfyah,Pop,unknown
Kruder & Dorfmeister,EDM,unknown
Krystal,EDM,female
Krystian Zimerman,Classical,male
Kudai,Pop,unknown
Kula Shaker,Pop,male
Kumar Sanu,Pop,male
Kun-Woo Paik,Classical,unknown
Kungs,EDM,unknown
KuroUsa,Rock,unknown
Kurt Böhme,Classical,male
Kurt Elling,Jazz,male
Kurt Hugo Schneider,Indie,male
Kurt Masur,Classical,male
Kurt Moll,Classical,male
Kurt Rydl,Classical,male
Kurt Vile,Indie,male
Kurt Weill,Classical,male
Kurtis Blow,Hip-hop,male
Kurupt,Hip-hop,unknown
Kut Klose,Pop,unknown
Kutless,Rock,unknown
Kutt Calhoun,Hip-hop,unknown
Kuzu Mellow,Rap,unknown
Kyan,Pop,unknown
Kyary Pamyu Pamyu,Pop,unknown
Kygo,EDM,unknown
Kyla La Grange,Pop,female
Kyle,Pop,female
Kyle Park,Country,female
Kylie Minogue,EDM,female
Kylie Morgan,Country,female
Kyung Wha Chung,Classical,female
Kyuss,Metal,unknown
L-Boy,Hip-hop,unknown
L. Subramaniam,Jazz,male
L.A. Dream Team,Hip-hop,unknown
L.A. Guns,Metal,unknown
L7,Rock,unknown
LANCO,Country,unknown
LANY,Pop,unknown
LAUNDRY DAY,Indie,unknown
LAY,Pop,unknown
LCD Soundsystem,EDM,unknown
LEE HI,Pop,unknown
LEE SEUNG HWAN,Pop,unknown
LEGADO 7,Pop,unknown
LEN,EDM,unknown
LIZ,Hip-hop,unknown
LL Cool J,Hip-hop,unknown
LMFAO,EDM,unknown
LOCASH,Country,unknown
LOUDNESS,Metal,unknown
LP,Rap,unknown
LSD,Pop,unknown
LSD and the Search for God,Pop,unknown
LU,Country,unknown
LZRD,EDM,unknown
La Banda Gorda,Pop,unknown
La Bouche,EDM,unknown
La Castañeda,Rock,unknown
La Chat,Hip-hop,unknown
La Dispute,Indie,unknown
La Energia Nortena,Pop,unknown
La Factoria,Hip-hop,unknown
La Fiera de Ojinaga,Pop,unknown
La Gusana Ciega,Indie,unknown
La Ley,Pop,unknown
La Lupe,Jazz,female
La Maquina De Hacer Pájaros,Rock,androgynous
La Maquinaria Norteña,Pop,unknown
La Mosca Tse-Tse,Pop,unknown
La Numero 1 Banda Jerez De Marco A. Flores,Pop,androgynous
La Oreja de Van Gogh,Pop,male
La Original Banda El Limón de Salvador Lizárraga,Pop,female
La Playa Sextet,Jazz,unknown
La Quinta Estacion,Pop,female
La Rondalla De Saltillo,Rock,androgynous
La Roux,EDM,unknown
La Secta AllStar,Pop,unknown
La Sonora Dinamita,Pop,unknown
La Sonora Matancera,Jazz,unknown
La Sonora Santanera,Pop,unknown
La Unión,Pop,unknown
La Zenda Norteña,Pop,unknown
La-33,Rock,unknown
LaLa Hsu,Indie,unknown
LaVern Baker,Pop,androgynous
Labi Siffre,Pop,unknown
Labradford,Rock,unknown
Labrinth,Pop,unknown
Lacerenza Michele,Oldies,female
Lacey Sturm,Pop,female
Lack Of Afro,EDM,male
Lacuna Coil,Metal,unknown
Lacy J. Dalton,Country,female
Ladi,Pop,unknown
Lady A,Country,unknown
Lady Gaga,EDM,unknown
Lady Lamb,Indie,unknown
Lady Luck,Rap,unknown
Lady Saw,EDM,unknown
Ladyhawke,EDM,unknown
Ladysmith Black Mambazo,Pop,unknown
Ladytron,EDM,unknown
Laetitia Sadier,Pop,female
Lafayette Afro Rock Band,Jazz,male
Lagwagon,Pop,unknown
Laid Back,Pop,unknown
Laidback Luke,EDM,male
Lake Street Dive,Indie,unknown
Lakshmi Shankar,Classical,female
Lalo Ebratt,Hip-hop,unknown
Lalo Rodriguez,Jazz,unknown
Lalo Schifrin,Classical,unknown
Lamb,Country,unknown
Lamb of God,Metal,unknown
Lambchop,Country,unknown
"Lambert, Hendricks & Ross",Jazz,male
Lamp,Pop,unknown
Lana Del Rey,Pop,female
Landon Austin,Indie,male
Landon Cube,Hip-hop,male
Landon Pigg,Pop,male
Landy Wen,Pop,androgynous
Lang Lang,Country,androgynous
Langhorne Slim,Indie,male
Langston Hughes,Classical,unknown
Language Arts Crew,Rap,unknown
Lanning,Pop,unknown
Lara Fabian,Pop,female
Lara Liang,Pop,female
Laraaji,Pop,unknown
Lard,Metal,male
Large Professor,Hip-hop,unknown
Larry,Hip-hop,male
Larry Carlton,Jazz,male
Larry Gatlin,Country,male
Larry Gatlin & The Gatlin Brothers,Country,male
Larry Harlow,Jazz,male
Larry Hernández,Hip-hop,male
Larry Norman,Metal,male
Larry Williams,R&B,male
Lars Erstrand,Jazz,male
Lars Gullin,Jazz,male
Larsen/Feiten Band,Rock,unknown
Las Chicas Del Can,Pop,female
Las Grecas,Rock,unknown
Las Guanabanas,Hip-hop,unknown
Lasgo,EDM,unknown
Last Dinosaurs,Indie,unknown
Lata Mangeshkar,Pop,female
Latif,Hip-hop,male
Latimore,Indie,unknown
Latin Fresh,Hip-hop,unknown
Latyrx,Hip-hop,unknown
Laura Bell Bundy,Country,female
Laura Branigan,EDM,female
Laura Fygi,Jazz,female
Laura Les,Pop,female
Laura Marling,Indie,female
Laura Nyro,Pop,female
Laura Pausini,Pop,female
Laura Story,Rock,female
Laura V,Indie,female
Laureano Brizuela,Pop,male
Lauren Alaina,Country,female
Lauren Aquilina,Pop,female
Lauren Daigle,Rock,female
Lauren Jauregui,Pop,female
Lauren Wood,Rock,female
Laurent Voulzy,Pop,male
Laurie Anderson,Pop,female
Laurindo Almeida,Jazz,male
Lauritz Melchior,Classical,male
Lauv,Pop,unknown
Lavinia Meijer,Classical,female
Lawrence Arabia,Indie,male
Lawrence Brown,Jazz,male
Layton Greene,Pop,male
Layzie Bone,Rap,unknown
Lazy Jay,EDM,male
Le Click,EDM,female
Le Orme,Rock,female
Le Tigre,EDM,female
LeAnn Rimes,Country,female
LeToya,Pop,unknown
LeToya Luckett,Pop,unknown
Lea Hart,Rock,female
Lea Michele,Pop,female
Lead Belly,Country,unknown
Leaders of the New School,Hip-hop,unknown
Leaf Hound,Rock,unknown
Leah Culver,EDM,female
Leatherface,Indie,unknown
Lebrón Brothers,Jazz,unknown
Lecrae,Hip-hop,unknown
Led Zeppelin,Rock,unknown
Leda Moreno,Rock,female
"Lee ""Scratch"" Perry",Rock,male
Lee Ann Womack,Country,male
Lee Brice,Country,male
Lee DeWyze,Indie,male
Lee Dorsey,R&B,male
Lee Fields & The Expressions,Indie,male
Lee Greenwood,Country,male
Lee Hazlewood,Country,male
Lee Konitz,Jazz,male
Lee Moon Sae,Pop,male
Lee Morgan,Jazz,male
Lee Morse,Jazz,male
Lee Ritenour,Jazz,male
Lee Roy Parnell,Country,male
Lee Sun Hee,Pop,male
Leehom Wang,Pop,androgynous
Leeland,Rock,unknown
Leessang,Pop,unknown
Lefty Frizzell,Country,unknown
Leftöver Crack,Rock,unknown
Legião Urbana,Rock,female
Lehmber Hussainpuri,Hip-hop,unknown
Leif Garrett,Pop,male
Leif Ove Andsnes,Classical,male
Leighton Meester,EDM,male
Leikeli47,Pop,unknown
Leila Forouhar,Pop,female
Lemon Jelly,EDM,female
Lemuria,Indie,unknown
Lena Horne,Jazz,female
Lenin Ramírez,Pop,unknown
Lennie Tristano,Jazz,male
Lennon & Maisy,Country,female
Lennon Stella,EDM,female
Lennox,Hip-hop,male
Lenny Cooper,Country,male
Lenny Kravitz,Pop,male
Lenny Tavárez,Rap,male
Lenny White,Jazz,male
Lentra,Hip-hop,unknown
Leo Dan,Pop,male
Leo Kottke,Rock,male
Leo Marini,Pop,male
Leo Mathisen,Jazz,male
Leo Sayer,Pop,male
Leo Smit,Jazz,male
Leon Fleisher,Classical,male
Leon Lai,Pop,male
Leon Redbone,Jazz,male
Leon Russell,Country,male
Leon Ware,Jazz,male
Leona Lewis,EDM,female
Leonard Bernstein,Classical,male
Leonard Cohen,Rock,male
Leonard Warren,Classical,male
Leonardo Favio,Pop,male
Leonardo Paniagua,Pop,male
Leonel García,Pop,male
Leonie Rysanek,Classical,female
Leontyne Price,Classical,male
Leopold Godowsky,Classical,male
Leopold Mozart,Classical,male
Leopold Simoneau,Classical,male
Leoš Janáček,Classical,male
Leroy Anderson,Pop,male
Leroy Hutson,Jazz,male
Leroy Sibbles,Rock,male
Leroy Van Dyke,Country,male
Les & Larry Elgart,Pop,male
Les Claypool And The Holy Mackerel,Metal,male
Les Dudek,Rock,male
Les Elgart,Pop,male
Les McCann,Jazz,male
Les Paul,Pop,male
Les Rita Mitsouko,Rock,male
Lesley Gore,Pop,androgynous
Leslie Cheung,Pop,female
Leslie Grace,Pop,female
Leslie Odom Jr.,Jazz,female
Leslie West,Rock,female
Less Than Jake,Pop,androgynous
Lester Flatt,Country,male
Lester Young,Jazz,male
Let's Active,Pop,unknown
Letters To Cleo,Pop,androgynous
Lettuce,Rock,unknown
Lev Knipper,Classical,male
Level 42,EDM,unknown
Leven Kali,Indie,female
Levi Hummon,Country,male
Levon Helm,Country,male
Lew Stone,EDM,male
Lewis Baloue,Pop,male
Lewis Capaldi,Pop,male
Lewis Del Mar,Indie,male
Lexii Alijai,Hip-hop,unknown
Lexxus,EDM,unknown
León Gieco,Rock,male
León Larregui,Rock,male
Lhasa De Sela,Pop,androgynous
LiSA,Rock,unknown
Lia Marie Johnson,Pop,female
Liam Payne,EDM,male
Lianne La Havas,Indie,female
Library Tapes,Classical,unknown
Lido,Pop,male
Life Of Agony,Metal,unknown
Life Without Buildings,Indie,unknown
Lifehouse,Pop,unknown
Lighter Shade Of Brown,Hip-hop,unknown
Lighthouse Family,Pop,unknown
Lightnin' Hopkins,Country,unknown
Lightning Bolt,EDM,unknown
Lijadu Sisters,Pop,unknown
Like A Storm,Metal,male
Like Mike,EDM,male
Like Moths To Flames,Indie,androgynous
Likybo,Rap,unknown
Lil 2z,Rap,female
Lil B,Hip-hop,female
Lil Baby,Hip-hop,female
Lil Blacky,Rap,female
Lil Blood,Rap,female
Lil Boodang,Rap,female
Lil Boom,Rap,female
Lil Cuete,Hip-hop,female
Lil Darkie,Rap,female
Lil Dicky,Pop,female
Lil Donald,Rap,female
Lil Duke,Rap,female
Lil Durk,Hip-hop,female
Lil Happy Lil Sad,Rap,female
Lil Jon,EDM,female
Lil Jon & The East Side Boyz,Hip-hop,female
Lil Kapow,Rap,female
Lil Keed,Hip-hop,female
Lil Keke,Hip-hop,female
Lil Los,Rap,female
Lil Mama,Pop,female
Lil Mosey,Rap,female
Lil Nas X,Country,female
Lil Peep,Hip-hop,female
Lil Pete,Rap,female
Lil Phat,Rap,female
Lil Pump,Hip-hop,female
Lil Reese,Rap,female
Lil Rob,Hip-hop,female
Lil Ru,Hip-hop,female
Lil Scrappy,Hip-hop,female
Lil Skies,Pop,female
Lil Tecca,Rap,female
Lil Tjay,Rap,female
Lil Tracy,Hip-hop,female
Lil Ugly Mane,Hip-hop,female
Lil Uno,Hip-hop,female
Lil Uzi Vert,Rap,female
Lil Wayne,Hip-hop,female
Lil Wil,Indie,female
Lil Wyte,Country,female
Lil Xan,Hip-hop,female
Lil Yachty,Hip-hop,female
Lil' Cease,Rap,unknown
Lil' Flip,Hip-hop,male
Lil' Kim,EDM,female
Lil' Mo,Rap,male
Lil' Troy,Hip-hop,male
Lil' Zane,Pop,female
Lila McCann,Country,female
Lilia Silvi,Pop,female
Lillian Fuchs,Classical,female
Lilly Wood and The Prick,Indie,female
Lilo,Hip-hop,female
Lily Allen,EDM,female
Limahl,Pop,unknown
Limbo,Indie,unknown
Lime,Pop,unknown
Limp Bizkit,Metal,unknown
Lina Termini,Pop,female
Lincoln Brewster,Rock,male
Linda Davis,Country,female
Linda Jones,R&B,female
Linda Martell,Rock,female
Linda McCartney,Pop,female
Linda Ronstadt,Country,female
Lindisfarne,Pop,unknown
Lindsay Ell,Country,female
Lindsay Lohan,EDM,female
Lindsey Buckingham,Oldies,female
Lindsey Haun,Country,female
Lindsey Stirling,Pop,female
Link Wray,Rock,unknown
Linkin Park,Metal,unknown
Linval Thompson,Rock,unknown
Lion,EDM,male
Lionel Hampton,Jazz,male
Lionel Loueke,Jazz,male
Lionel Richie,Oldies,male
Liquid Stranger,EDM,unknown
Liquid Tension Experiment,Jazz,unknown
Liquido,Pop,unknown
Liquits,Indie,unknown
Liran' Roll,Rock,unknown
"Lisa ""Left Eye"" Lopes",Pop,female
Lisa Beznosiuk,Classical,female
Lisa Ekdahl,Jazz,female
Lisa Gerrard,Pop,female
Lisa Hannigan,Pop,female
Lisa Lisa,Rock,female
Lisa Loeb,Pop,female
Lisa Loeb & Nine Stories,Pop,female
Lisa Otto,Classical,female
Lisa Stansfield,EDM,female
Lisa della Casa,Classical,female
Lise de la Salle,Classical,female
Lit,EDM,unknown
Lita Ford,Metal,female
Litany,Indie,unknown
Little Anthony & The Imperials,Pop,male
Little Beaver,Jazz,unknown
Little Big Town,Country,unknown
Little Brother,Hip-hop,unknown
Little Caesar,Metal,unknown
Little Chief,Indie,unknown
Little Dragon,EDM,unknown
Little Eva,Pop,female
Little Feat,Country,unknown
Little Jimmy Dickens,Country,male
Little John,R&B,male
Little May,Indie,female
Little Mix,EDM,unknown
Little Peggy March,Pop,female
Little People,EDM,unknown
Little Richard,Rock,male
Little River Band,Country,male
Little Texas,Country,unknown
Little Willie John,R&B,male
Liva Weel,Pop,female
Live,Pop,unknown
Livin' Joy,EDM,female
Living Colour,Metal,unknown
Living In A Box,EDM,androgynous
Living Legends,Hip-hop,unknown
Liz Phair,Pop,female
Liza Anne,Indie,female
Lizz Wright,Jazz,unknown
Lizzo,Hip-hop,unknown
Lizzy Borden,Metal,female
Ljuba Welitsch,Classical,female
Lloyd,EDM,male
Lloyd Banks,Hip-hop,male
Lloyd Cole and the Commotions,EDM,male
Lloyd Price,Pop,male
Lobo,Rock,unknown
Local H,Metal,unknown
Local Natives,Indie,unknown
Loco,Pop,unknown
Logan Mize,Country,male
Loggins & Messina,Country,unknown
Logic,Hip-hop,unknown
Lolita Garrido,Pop,female
London Grammar,Indie,androgynous
London Mozart Players,Classical,androgynous
London On Da Track,Hip-hop,androgynous
London Philharmonic Orchestra,Classical,androgynous
London Sinfonietta,Classical,androgynous
London Symphony Orchestra,Classical,androgynous
Londonbeat,EDM,unknown
Lone Justice,Country,female
Lonesome River Band,Oldies,male
Lonestar,Country,unknown
Long Beach Dub Allstars,Rock,male
Lonnie Johnson,Country,male
Lonnie Liston Smith,Jazz,male
Lonnie Mack,Rock,male
Lookas,EDM,unknown
Looking Glass,Pop,unknown
Loon,Pop,unknown
Loose,Metal,unknown
Loose Ends,Jazz,unknown
Loote,EDM,unknown
Lootpack,Hip-hop,unknown
Lord Berners,Classical,unknown
Lord Creator,Rock,unknown
Lord Echo,EDM,unknown
Lord Finesse,Hip-hop,unknown
"Lord Finesse,",Hip-hop,unknown
Lord Huron,Indie,unknown
Lord Kitchener,Rock,unknown
Lord Tariq,Hip-hop,male
Lorde,EDM,unknown
Lords Of The New Church,Rock,female
Lords Of The Underground,Hip-hop,female
Loredana Bertè,Pop,female
Loren Gray,Pop,male
Loretta Lynn,Country,female
Lorez Alexandria,Jazz,female
Lori McKenna,Indie,female
Lorin Maazel,Classical,male
Lorrie Morgan,Country,female
Los Abuelos De La Nada,Rock,androgynous
Los Alameños De La Sierra,Pop,androgynous
Los Alegres Del Barranco,Pop,female
Los Alegres de la Sierra,Pop,female
Los Amantes De Lola,Rock,androgynous
Los Amigos Invisibles,Indie,unknown
Los Angeles Guitar Quartet,Classical,unknown
Los Angeles Negros,Pop,unknown
Los Angeles Philharmonic,Classical,unknown
Los Auténticos Decadentes,Rock,unknown
Los Baby's,Rock,unknown
Los Blue Caps,Pop,unknown
Los Bravos,Pop,unknown
Los Brios,Pop,unknown
Los Buitres De Culiacan Sinaloa,Pop,androgynous
Los Bunkers,Indie,unknown
Los Cafres,Rock,unknown
Los Caligaris,Rock,unknown
Los Camisas Negras,Rock,unknown
Los Campesinos!,EDM,unknown
Los Chicanos,Rock,unknown
Los Cinco Latinos,Pop,unknown
Los Claxons,Pop,unknown
Los Corazones Solitarios,Rock,unknown
Los Cuates de Sinaloa,Pop,unknown
Los Dandys,Rock,unknown
Los Dareyes De La Sierra,Pop,androgynous
Los Del Arroyo,Pop,female
Los Embajadores Criollos,Pop,unknown
Los Enanitos Verdes,Pop,unknown
Los Estramboticos,Indie,unknown
Los Fabulosos Cadillacs,Rock,unknown
Los Freddy's,Rock,unknown
Los Galos,Pop,unknown
Los Hermanos Arriagada,Pop,unknown
Los Hermanos Carrion,Rock,unknown
Los Hermanos Rosario,Pop,male
Los Hispanos,Pop,unknown
Los Hooligans,Rock,unknown
Los Iracundos,Pop,unknown
Los Jaivas,Indie,unknown
Los Lobos,Rock,unknown
Los Loud Jets,Rock,unknown
Los Melódicos,Pop,unknown
Los Muecas,Rock,unknown
Los Muñequitos De Matanzas,Jazz,androgynous
Los Nuevos Ilegales,Pop,unknown
Los Nuevos Rebeldes,Pop,unknown
Los Pericos,Rock,unknown
Los Piojos,Rock,unknown
Los Plebes del Rancho de Ariel Camacho,Pop,male
Los Primos MX,Pop,unknown
Los Prisioneros,Rock,unknown
Los Rabanes,Pop,unknown
Los Rebeldes Del Rock,Rock,female
Los Rodriguez,Pop,unknown
Los Secretos,Pop,unknown
Los Shapis,Rock,unknown
Los Solitarios,Rock,unknown
Los Teen Tops,Rock,unknown
Los Terricolas,Pop,unknown
Los Titanes De Durango,Pop,androgynous
Los Toreros Muertos,Rock,unknown
Los Toros Band,Pop,male
Los Troveros Criollo,Pop,unknown
Los Valedores de la Sierra,Pop,female
Los Visconti,Pop,unknown
Los York's,Rock,unknown
Los Yumbos,Pop,unknown
Los de la O,Pop,unknown
Lost Boyz,Hip-hop,unknown
Lost Frequencies,EDM,unknown
Lost Kings,EDM,unknown
Lost Sky,EDM,female
Lotte Kestner,Indie,female
Lotte Lehmann,Classical,female
Lotus ,EDM,unknown
Lou Bega,Pop,male
Lou Christie,Pop,male
Lou Gramm,Oldies,male
Lou Rawls,Jazz,male
Lou Reed,EDM,male
Loud Luxury,EDM,unknown
Loudon Wainwright III,Country,unknown
Louie Bellson,Jazz,male
Louie Ramirez,Jazz,male
Louie Zong,Indie,male
Louis Armstrong,Jazz,male
Louis Armstrong & His Hot Five,Jazz,male
Louis Couperin,Classical,male
Louis Gruenberg,Classical,male
Louis James Alfred Lefébure-Wély,Classical,male
Louis Jordan,Jazz,male
Louis Jordan & His Tympany Five,Jazz,male
Louis Lortie,Classical,male
Louis Prima,Jazz,male
Louis Spohr,Classical,male
Louis The Child,EDM,male
Louis Tomlinson,EDM,male
Louis Vierne,Classical,male
Louisa,Pop,female
Louise Bégué,EDM,female
Love,Hip-hop,male
Love Affair,EDM,male
Love and Rockets,EDM,male
Love and Theft,Country,male
Love/Hate,Metal,unknown
Loverboy,Pop,unknown
Lovesliescrushing,Pop,unknown
Low,Pop,unknown
Low G,Country,unknown
Lowell George,Country,male
Lowlife,Rock,unknown
Lucas Arnau,Pop,male
Lucas Coly,Pop,male
Lucas Grabeel,Pop,male
Lucas.,Hip-hop,unknown
Lucero,Country,unknown
Lucho Oliva,Pop,female
Lucia Aliberti,Classical,female
Lucian,Pop,male
Luciana Serra,Classical,female
Luciano Pavarotti,Pop,male
Luciano Tajoli,Pop,male
Lucille Bogan,Country,female
Lucinda Williams,Country,female
Lucio Dalla,Pop,male
Lucius,Indie,male
Lucky Ali,Hip-hop,androgynous
Lucky Boys Confusion,Pop,androgynous
Lucky Daye,Indie,androgynous
Lucky Dube,Rock,androgynous
Lucky Luciano,Hip-hop,androgynous
Lucy Dacus,Indie,female
Lucy Hale,EDM,female
Lucy Pearl,Pop,female
Lucy Rose,Indie,female
Lucy Schwartz,Pop,female
Ludacris,EDM,unknown
Ludo,Pop,male
Ludovico Einaudi,Pop,male
Ludwig Weber,Classical,male
Ludwig van Beethoven,Classical,male
Luh Kel,Pop,unknown
Luigi 21 Plus,Hip-hop,male
Luigi Alva,Classical,male
Luigi Boccherini,Classical,male
Luigi Cherubini,Classical,male
Luis Alberto Spinetta,Indie,male
Luis Alfonso Partida El Yaki,Pop,male
Luis Alvarez,Classical,male
Luis Arcaraz Y Su Orquesta,Jazz,male
Luis Cobos,Classical,male
Luis Coronel,Pop,male
Luis Eduardo Aute,Pop,male
Luis Enrique,Pop,male
Luis Fernando Pérez,Classical,male
Luis Fonsi,Pop,male
Luis Mateus,Pop,male
Luis Miguel,Pop,male
Luis Miguel Del Amargue,Pop,male
Luis Perico Ortiz,Jazz,male
Luis Rovira,Jazz,male
Luis Rovira y su Orquesta,Jazz,male
Luis Segura,Pop,male
Luis Vargas,Pop,male
Luis Àlvarez,Classical,male
Luiz Bonfá,Jazz,unknown
Luiz Melodia,Indie,unknown
Lukas Foss,Classical,male
Lukas Graham,Pop,male
Lukas Nelson,Rock,male
Lukas Nelson and Promise of the Real,Rock,male
Luke,Country,male
Luke Benward,Pop,male
Luke Bryan,Country,male
Luke Christopher,Indie,male
Luke Combs,Country,male
Luke Faulkner,Classical,male
Luke Howard,Classical,male
Luke Kelly,Country,male
Luke Lalonde,Indie,male
Lula Queiroga,Indie,female
Lulu,Pop,male
Lulu Santos,Pop,male
Lumidee,Pop,unknown
LunchMoney Lewis,Hip-hop,male
Lund,Pop,unknown
Lunice,EDM,unknown
Luniz,Rap,unknown
Luny Tunes,Hip-hop,unknown
Lupe Fiasco,Hip-hop,female
Lupillo Rivera,Pop,unknown
Lupita D'Alessio,Pop,female
Luscious Jackson,Pop,male
Lutan Fyah,EDM,unknown
Lute,Hip-hop,male
Luther Allison,Rock,male
Luz Casal,Pop,female
Lyfe Jennings,Hip-hop,unknown
Lykke Li,EDM,female
Lyle Lovett,Country,male
Lyle Mays,Jazz,male
Lyn Taitt,Rock,female
Lynch Mob,Metal,unknown
Lynn Anderson,Country,female
Lynn Harrell,Classical,female
Lynn Taitt,Rock,female
Lynyrd Skynyrd,Country,unknown
Lyres,Pop,unknown
Lyrics Born,Hip-hop,unknown
Lyube,Pop,unknown
Léo Delibes,Classical,male
M,Rap,unknown
M City JR,Rap,unknown
M People,Rock,unknown
M T F,Pop,unknown
M. Balamuralikrishna,Classical,unknown
M. L. Vasanthakumari,Classical,unknown
M. Maggie,Pop,female
M. S. Subbulakshmi,Classical,unknown
M. Ward,Country,male
M.A.G.S.,Indie,unknown
M.C. Mack,Hip-hop,male
M.I.A.,EDM,unknown
M.O.P.,Hip-hop,unknown
M/A/R/R/S,Pop,unknown
M2M,EDM,unknown
M83,Pop,unknown
MAGIC!,Hip-hop,unknown
MAKO,EDM,unknown
MARINA,EDM,unknown
MAX,EDM,unknown
MAXIMUM THE HORMONE,Metal,unknown
MC 900 Ft. Jesus,Hip-hop,male
MC Blvd,Rap,unknown
MC Breed,Rap,unknown
MC Eiht,Rap,unknown
MC Hammer,EDM,unknown
MC Lyte,Hip-hop,unknown
MC Magic,Hip-hop,unknown
MC Ren,Hip-hop,androgynous
MC Serch,Hip-hop,unknown
MC Virgins,Rap,unknown
MC5,Rock,unknown
MCM Raymond,Rap,male
MED,EDM,unknown
MEDUZA,EDM,unknown
MEL STREET,Country,unknown
MF DOOM,Hip-hop,unknown
MF Grimm,Hip-hop,unknown
MFSB,Jazz,unknown
MGMT,EDM,unknown
MIIA,Pop,unknown
MIKA,Pop,unknown
MINMI,Pop,unknown
MISSIO,Indie,unknown
MJG,Hip-hop,unknown
MK,EDM,unknown
